Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1556-ACDE-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390,U1556,C,15,H,3,A,300.0,124.6,149.81,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,186937,361,18360,158440,469,1234,18456,-3875,96154,17385,29072,1020,22012,280273,41084,XRF2,1,2022-10-25,17:28:52,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,350.0,124.64999999999999,149.85999999999999,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,182408,406,16930,148603,555,1253,18347,-2882,91392,18398,28277,879,25816,273339,40876,XRF2,1,2022-10-25,17:29:13,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,400.0,124.7,149.91,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,191768,392,18057,158886,729,1267,19717,-4116,95757,20368,29587,745,27623,287958,42044,XRF2,1,2022-10-25,17:29:33,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,450.0,124.75,149.95999999999998,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,193643,381,18301,160518,981,1336,20037,-4064,96622,22367,29460,792,28326,288639,42276,XRF2,1,2022-10-25,17:29:54,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,500.0,124.8,150.01,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,185860,382,17277,153670,712,1472,18723,-3274,91943,20250,27952,836,29639,275070,41421,XRF2,1,2022-10-25,17:30:14,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,550.0,124.85,150.06,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,194695,393,18908,161044,750,1408,19309,-4148,97524,20903,30071,496,28817,290307,43102,XRF2,1,2022-10-25,17:30:35,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,600.0,124.89999999999999,150.10999999999999,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,194748,469,19026,163942,534,1350,19019,-4031,98943,18647,30394,857,26553,292207,43138,XRF2,1,2022-10-25,17:30:56,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,650.0,124.95,150.16,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,195970,402,19087,165167,648,1296,20026,-4077,98679,19496,30198,969,25692,295914,42794,XRF2,1,2022-10-25,17:31:16,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,700.0,125.0,150.20999999999998,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,192652,381,18549,160682,649,1358,19578,-3955,95620,18699,29629,909,26247,290180,42250,XRF2,1,2022-10-25,17:31:37,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,750.0,125.05,150.26,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,190136,446,18007,158333,657,1285,19787,-4004,94118,19954,29147,648,26715,284594,42468,XRF2,1,2022-10-25,17:31:57,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,800.0,125.1,150.31,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,190378,482,18182,158383,728,1251,19931,-3818,92727,21693,28712,862,27883,281797,42566,XRF2,1,2022-10-25,17:32:18,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,850.0,125.14999999999999,150.35999999999999,44839652,SHLF11535641,10,0.15,6,10,10,12,No-Filter,191054,421,18176,159223,662,1367,19038,-4022,95154,21204,29292,501,26765,283532,42665,XRF2,1,2022-10-25,17:32:38,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,890.0,125.19,150.39999999999998,44839652,SHLF11535641,10,0.15,6,9,10,12,No-Filter,158803,189,12829,123282,468,1003,15535,-294,77544,18091,24516,858,18659,234613,37610,XRF2,1,2022-10-25,17:32:59,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,950.0,125.25,150.45999999999998,44839652,SHLF11535641,10,0.15,6,9,10,12,No-Filter,157364,292,12995,121667,325,853,15873,-269,78287,16293,23962,986,16612,231954,38188,XRF2,1,2022-10-25,17:33:19,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,1000.0,125.3,150.51,44839652,SHLF11535641,10,0.15,6,9,10,12,No-Filter,166017,297,14626,133656,577,978,16909,-1495,83554,17967,25083,509,2848,253478,39384,XRF2,1,2022-10-25,17:33:39,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,1050.0,125.35,150.56,44839652,SHLF11535641,10,0.15,6,9,10,12,No-Filter,171139,370,15054,138322,583,982,17446,-2150,87488,21133,25747,931,2476,264276,40036,XRF2,1,2022-10-25,17:33:59,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,1100.0,125.39999999999999,150.60999999999999,44839652,SHLF11535641,10,0.15,6,11,10,12,No-Filter,254670,232,11932,113501,778,659,17201,-2899,68181,608042,14601,1402,1093,134578,41651,XRF2,1,2022-10-25,17:34:19,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,1150.0,125.45,150.66,44839652,SHLF11535641,10,0.15,6,14,10,12,No-Filter,351031,89,4753,56944,1098,744,22799,-3435,28720,1258000,4807,1064,1515,41494,46170,XRF2,1,2022-10-25,17:34:40,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,1200.0,125.5,150.70999999999998,44839652,SHLF11535641,10,0.15,6,14,10,12,No-Filter,360131,57,4473,53171,769,863,23266,-3498,26018,1306176,4037,904,1324,39425,48222,XRF2,1,2022-10-25,17:35:04,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,1250.0,125.55,150.76,44839652,SHLF11535641,10,0.15,6,15,10,12,No-Filter,360923,-49,3881,49640,753,883,24771,-3018,25119,1318536,4109,900,1633,36615,48311,XRF2,1,2022-10-25,17:35:28,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,3,A,1300.0,125.6,150.81,44839652,SHLF11535641,10,0.15,6,15,10,12,No-Filter,386750,-7,4151,50944,698,631,26065,-3559,25485,1421318,4272,993,1818,38671,48508,XRF2,1,2022-10-25,17:35:52,YEON,2022-11-29 20:48:46,
390,U1556,C,15,H,4,A,50.0,125.86,151.07000000000002,44839662,SHLF11535671,10,0.15,6,14,10,12,No-Filter,351720,-1,3739,47641,773,699,20480,-3066,22988,1298257,4072,1179,1470,35022,44214,XRF2,1,2022-10-26,08:21:10,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,100.0,125.91,151.12,44839662,SHLF11535671,10,0.15,6,14,10,12,No-Filter,355542,-13,3941,48507,902,763,21379,-2257,24298,1307800,3850,1226,1279,37095,44373,XRF2,1,2022-10-26,08:21:34,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,150.0,125.96000000000001,151.17000000000002,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,374339,3,4013,50660,829,668,20870,-3124,25041,1380100,4215,968,1237,38550,46455,XRF2,1,2022-10-26,08:21:58,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,200.0,126.01,151.22,44839662,SHLF11535671,10,0.15,6,16,10,12,No-Filter,388027,49,4270,51586,866,616,22820,-4233,24872,1429464,4185,1237,1710,39772,47884,XRF2,1,2022-10-26,08:22:22,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,250.0,126.06,151.27,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,386557,77,4488,52946,1088,751,24584,-3902,25220,1417662,4144,1050,1676,40578,48639,XRF2,1,2022-10-26,08:22:47,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,300.0,126.11,151.32000000000002,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,373289,9,4073,50946,654,612,23950,-3524,25224,1368756,4166,1223,1406,39130,48047,XRF2,1,2022-10-26,08:23:12,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,350.0,126.16,151.37,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,379398,30,4313,52592,807,899,23088,-3216,25635,1392941,4172,1146,1307,39768,47733,XRF2,1,2022-10-26,08:23:37,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,410.0,126.22,151.43,44839662,SHLF11535671,10,0.15,6,16,10,12,No-Filter,389398,79,4419,53654,935,605,23284,-3549,26347,1429279,4179,751,1258,41220,48145,XRF2,1,2022-10-26,08:24:01,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,450.0,126.26,151.47,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,386290,27,4427,53830,757,545,22237,-3614,26575,1419008,4436,1102,1667,42201,47410,XRF2,1,2022-10-26,08:24:26,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,500.0,126.31,151.52,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,378438,86,4181,52407,975,928,25179,-3483,26140,1386963,4321,1283,1707,39782,48203,XRF2,1,2022-10-26,08:24:51,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,550.0,126.36,151.57000000000002,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,378601,62,4269,51490,790,983,26256,-3445,25308,1386159,4086,1134,1425,38915,47774,XRF2,1,2022-10-26,08:25:16,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,600.0,126.41,151.62,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,385838,58,4276,53741,784,661,25293,-3799,26305,1414933,4387,1050,1376,40323,48246,XRF2,1,2022-10-26,08:25:40,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,650.0,126.46000000000001,151.67000000000002,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,385145,31,4572,55173,899,621,23188,-3641,27246,1407808,4408,1080,1445,42047,48023,XRF2,1,2022-10-26,08:26:05,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,710.0,126.52,151.73000000000002,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,379788,57,4528,52790,707,663,21732,-3629,26369,1394854,4155,1077,1553,40671,47729,XRF2,1,2022-10-26,08:26:30,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,750.0,126.56,151.77,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,378578,25,4362,53318,829,734,21983,-3622,26106,1390330,4227,1136,1580,39598,47834,XRF2,1,2022-10-26,08:26:55,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,800.0,126.61,151.82000000000002,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,374433,42,4806,54937,774,782,23398,-3702,26833,1365404,4418,964,1254,39829,47686,XRF2,1,2022-10-26,08:27:19,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,860.0,126.67,151.88000000000002,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,377312,101,4634,54246,730,615,21471,-3801,27151,1382654,4526,1295,1745,39424,47307,XRF2,1,2022-10-26,08:27:43,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,900.0,126.71000000000001,151.92000000000002,44839662,SHLF11535671,10,0.15,6,15,10,12,No-Filter,373873,-1,4472,55025,860,743,22410,-3208,27438,1365785,4370,1159,1604,39169,46042,XRF2,1,2022-10-26,08:28:08,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,950.0,126.76,151.97,44839662,SHLF11535671,10,0.15,6,14,10,12,No-Filter,352571,-25,4195,52256,903,598,19891,-2930,25957,1287073,4723,938,1191,36904,45281,XRF2,1,2022-10-26,08:28:32,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1000.0,126.81,152.02,44839662,SHLF11535671,10,0.15,6,14,10,12,No-Filter,349099,4,4607,55202,763,700,19911,-3146,28625,1262578,4898,1212,1138,39757,44500,XRF2,1,2022-10-26,08:28:56,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1050.0,126.86,152.07000000000002,44839662,SHLF11535671,10,0.15,6,9,10,12,No-Filter,175652,433,15946,143449,826,1101,21156,-3485,90980,34258,25886,900,2303,250349,40313,XRF2,1,2022-10-26,08:29:20,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1100.0,126.91,152.12,44839662,SHLF11535671,10,0.15,6,10,10,12,No-Filter,180192,395,16098,144972,872,1284,22800,-3619,89741,24404,25495,721,2515,277001,40657,XRF2,1,2022-10-26,08:29:41,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1150.0,126.96000000000001,152.17000000000002,44839662,SHLF11535671,10,0.15,6,9,10,12,No-Filter,179287,329,15833,144177,688,1144,20147,-3412,89603,21629,26623,672,2677,283565,41164,XRF2,1,2022-10-26,08:30:01,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1200.0,127.01,152.22,44839662,SHLF11535671,10,0.15,6,9,10,12,No-Filter,175968,364,16131,142996,637,1344,19137,-2857,89763,20597,26976,605,2933,274618,40070,XRF2,1,2022-10-26,08:30:22,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1250.0,127.06,152.27,44839662,SHLF11535671,10,0.15,6,9,10,12,No-Filter,178039,323,15772,141826,600,1041,18579,-3288,88840,32129,26556,655,2402,274899,41433,XRF2,1,2022-10-26,08:30:43,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1300.0,127.11,152.32000000000002,44839662,SHLF11535671,10,0.15,6,9,10,12,No-Filter,173887,335,15468,139850,588,1075,18540,-3017,87294,19860,27159,829,7448,269333,40048,XRF2,1,2022-10-26,08:31:03,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1350.0,127.16,152.37,44839662,SHLF11535671,10,0.15,6,9,10,12,No-Filter,174744,374,15177,137254,673,1189,19295,-2599,86277,21461,26548,626,20329,265341,39733,XRF2,1,2022-10-26,08:31:24,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1400.0,127.21000000000001,152.42000000000002,44839662,SHLF11535671,10,0.15,6,9,10,12,No-Filter,171702,342,14905,135639,567,1232,17507,-2513,85373,20130,26710,793,17075,261739,38488,XRF2,1,2022-10-26,08:31:45,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1450.0,127.26,152.47,44839662,SHLF11535671,10,0.15,6,9,10,12,No-Filter,172992,274,15017,136378,421,1074,18277,-2373,85198,23512,27017,648,17783,261339,38618,XRF2,1,2022-10-26,08:32:05,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,4,A,1480.0,127.29,152.5,44839662,SHLF11535671,10,0.15,6,9,10,12,No-Filter,177723,385,15924,141127,581,1211,18817,-2859,87876,19795,27424,906,22258,268098,40080,XRF2,1,2022-10-26,08:32:26,YEON,2022-11-29 20:48:54,
390,U1556,C,15,H,5,A,50.0,127.36999999999999,152.58,44839672,SHLF11535701,10,0.15,6,10,10,12,No-Filter,180283,330,15560,141149,689,1393,16436,-2808,87847,27034,27232,813,25316,270854,39638,XRF2,1,2022-10-26,09:01:21,YEON,2022-11-29 20:49:01,
390C,U1556,A,14,H,2,A,350.0,124.83,152.60999999999999,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,174539,327,14984,134281,649,1256,18852,-1849,84660,20548,26700,680,24128,261537,39066,XRF2,1,2022-10-15,10:26:18,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,390.0,124.87,152.64999999999998,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,179319,334,15506,139039,835,1392,19520,-2717,86611,22093,27212,334,25018,269175,40764,XRF2,1,2022-10-15,10:26:39,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,450.0,124.93,152.70999999999998,44841192,SHLF10846641,10,0.15,6,10,10,12,No-Filter,186117,349,16462,145076,781,1204,20120,-2717,89942,22535,28162,660,27811,281488,40457,XRF2,1,2022-10-15,10:26:59,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,500.0,124.98,152.76,44841192,SHLF10846641,10,0.15,6,10,10,12,No-Filter,188748,453,17193,149832,538,1288,20448,-2990,91895,20548,29010,943,25977,284946,41452,XRF2,1,2022-10-15,10:27:19,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,550.0,125.03,152.81,44841192,SHLF10846641,10,0.15,6,10,10,12,No-Filter,184009,331,16183,144777,615,1242,20102,-2884,89295,19368,28122,716,21563,281076,40025,XRF2,1,2022-10-15,10:27:40,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,600.0,125.08,152.85999999999999,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,177750,305,16071,143238,494,1276,18971,-3046,86753,18865,27401,934,13970,272276,39597,XRF2,1,2022-10-15,10:28:01,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,650.0,125.13000000000001,152.91,44841192,SHLF10846641,10,0.15,6,10,10,12,No-Filter,182093,342,16309,144751,623,1117,18719,-3025,89659,19763,29044,644,15079,281441,40253,XRF2,1,2022-10-15,10:28:22,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,700.0,125.18,152.95999999999998,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,177477,285,15669,139451,688,1301,18290,-2687,86776,19532,27203,830,23043,267809,38955,XRF2,1,2022-10-15,10:28:41,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,750.0,125.23,153.01,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,169176,342,14205,130084,531,1048,17714,-1552,81744,18925,25788,738,21945,252407,38609,XRF2,1,2022-10-15,10:29:01,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,800.0,125.28,153.06,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,155519,253,11739,115286,406,918,16290,-148,73446,16858,23661,625,19093,231220,36926,XRF2,1,2022-10-15,10:29:20,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,850.0,125.33,153.10999999999999,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,158345,272,12710,118713,427,1100,15951,-684,75905,17048,24005,712,18131,237980,37343,XRF2,1,2022-10-15,10:29:39,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,900.0,125.38000000000001,153.16,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,164835,290,13837,126377,466,1020,17353,-1325,80062,18033,25586,653,19556,247155,37700,XRF2,1,2022-10-15,10:29:59,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,950.0,125.43,153.20999999999998,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,166974,346,14000,128611,605,1040,18162,-1242,81253,18876,25114,777,17549,251523,37671,XRF2,1,2022-10-15,10:30:18,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1000.0,125.48,153.26,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,173438,423,14819,135320,696,1271,18377,-2459,82975,21592,25776,757,24564,258359,39092,XRF2,1,2022-10-15,10:30:38,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1050.0,125.53,153.31,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,176240,336,15388,136787,740,1302,19016,-2761,84339,21801,26470,422,25571,262709,39821,XRF2,1,2022-10-15,10:30:57,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1100.0,125.58,153.35999999999999,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,176558,340,15934,140730,706,1087,18080,-2771,86521,20668,27286,775,17321,267459,39241,XRF2,1,2022-10-15,10:31:18,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1150.0,125.63000000000001,153.41,44841192,SHLF10846641,10,0.15,6,10,10,12,No-Filter,183127,401,16667,145362,665,1197,19142,-3310,90024,21470,27501,405,22773,274321,40665,XRF2,1,2022-10-15,10:31:39,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1200.0,125.68,153.45999999999998,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,179547,346,15684,141358,662,1348,19684,-2950,86939,21589,27204,773,25366,268015,40380,XRF2,1,2022-10-15,10:32:00,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1250.0,125.73,153.51,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,172580,214,14279,132799,736,1405,18983,-2230,81794,21300,26047,580,24944,258469,39087,XRF2,1,2022-10-15,10:32:19,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1310.0,125.79,153.57,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,166884,326,13664,124714,770,1199,17613,-1390,77824,21509,25020,774,24919,249166,37786,XRF2,1,2022-10-15,10:32:40,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1350.0,125.83,153.60999999999999,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,164369,274,12834,120861,789,1115,17777,-656,76079,21027,24836,676,26286,245233,37060,XRF2,1,2022-10-15,10:33:00,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1400.0,125.88000000000001,153.66,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,161916,227,12437,117076,583,1053,17227,-916,74131,19952,24435,1027,23763,238999,36782,XRF2,1,2022-10-15,10:33:19,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1450.0,125.93,153.70999999999998,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,164553,280,13295,123697,587,1021,17236,-1170,77550,19712,25070,440,20863,246509,38075,XRF2,1,2022-10-15,10:33:40,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,2,A,1500.0,125.98,153.76,44841192,SHLF10846641,10,0.15,6,9,10,12,No-Filter,176729,328,15628,140852,711,1169,18692,-2732,84797,20813,27333,836,15661,268450,39863,XRF2,1,2022-10-15,10:33:59,YEON,2022-11-29 21:02:04,
390C,U1556,A,14,H,3,A,50.0,126.03,153.81,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,186626,315,17221,151225,707,1200,18489,-2989,89514,22210,28656,636,26189,280578,41441,XRF2,1,2022-10-15,11:06:51,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,100.0,126.08,153.85999999999999,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,184458,434,16488,146686,834,1198,18115,-2874,87430,22961,28645,670,28433,278663,40624,XRF2,1,2022-10-15,11:07:12,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,150.0,126.13000000000001,153.91,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,180587,370,16029,142941,655,1142,18388,-2717,85072,22759,28273,623,26972,270903,40171,XRF2,1,2022-10-15,11:07:33,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,200.0,126.18,153.95999999999998,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,186014,408,17375,152708,794,1208,18961,-3473,88520,23197,28963,803,26949,276353,41083,XRF2,1,2022-10-15,11:07:52,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,250.0,126.23,154.01,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,183716,299,16837,147386,723,1262,18611,-3425,87489,22503,28178,775,27276,273662,41534,XRF2,1,2022-10-15,11:08:13,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,300.0,126.28,154.06,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,186925,355,17840,154795,780,1430,18973,-3640,89165,23953,28718,877,27173,276793,41766,XRF2,1,2022-10-15,11:08:33,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,350.0,126.33,154.10999999999999,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,187589,357,17611,154922,937,1503,18775,-3706,89080,25036,28558,839,28031,275486,42073,XRF2,1,2022-10-15,11:08:54,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,400.0,126.38000000000001,154.16,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,183033,417,16396,145446,952,1592,19965,-3444,85666,25068,27606,835,29431,268008,41148,XRF2,1,2022-10-15,11:09:15,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,450.0,126.43,154.20999999999998,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,183987,382,16979,149827,848,1232,19637,-3603,85922,24845,27232,641,27924,268855,41647,XRF2,1,2022-10-15,11:09:34,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,500.0,126.48,154.26,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,186696,431,17488,152054,768,1125,20324,-3454,87388,24882,27623,861,30839,271807,42348,XRF2,1,2022-10-15,11:09:54,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,550.0,126.53,154.31,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,181696,380,16297,146484,751,1156,19792,-3435,85724,24219,26400,648,25763,264697,41175,XRF2,1,2022-10-15,11:10:15,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,600.0,126.58,154.35999999999999,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,185210,360,16963,150174,860,1378,21224,-3197,86243,25875,26671,905,29348,268552,41176,XRF2,1,2022-10-15,11:10:34,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,650.0,126.63000000000001,154.41,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,189997,399,16865,152860,1009,1471,20311,-3553,86499,28106,27941,752,34008,277459,42268,XRF2,1,2022-10-15,11:10:55,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,700.0,126.68,154.45999999999998,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,185687,276,15966,146057,940,1461,20933,-3836,83396,26787,27621,910,32004,271221,42924,XRF2,1,2022-10-15,11:11:16,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,740.0,126.72,154.5,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,182590,367,15591,144626,945,1253,20634,-3331,82143,26782,26756,538,32478,266912,41660,XRF2,1,2022-10-15,11:11:36,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,780.0,126.76,154.54,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,182694,394,17228,152950,933,1153,20027,-3488,86083,25806,27644,950,3254,280194,41933,XRF2,1,2022-10-15,11:11:56,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,810.0,126.79,154.57,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,184343,383,16165,146451,735,1148,20504,-3276,83910,25743,27490,851,30567,270034,42914,XRF2,1,2022-10-15,11:12:15,YEON,2022-11-29 21:02:10,
390C,U1556,A,14,H,3,A,850.0,126.83,154.60999999999999,44841202,SHLF10846671,10,0.15,6,10,10,12,No-Filter,183090,369,16399,146974,992,1317,19374,-3384,83977,26089,27108,591,30810,267947,42072,XRF2,1,2022-10-15,11:12:36,YEON,2022-11-29 21:02:10,
