Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1557-AB-20220529-Shipboard2 (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1557,B,10,H,1,A,1450.0,81.55,86.01,44763342,SHLF10857341,10,0.16,6,9,10,12,No-Filter,296064,-67,3820,44964,726,804,28550,-1715,27409,1022332,5706,351,7215,60690,39746,XRF2,1,2021-10-20,11:41:28,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,1480.0,81.58,86.04,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,341558,36,5303,56016,725,577,29982,-4328,31973,1183874,6934,662,8610,68778,43074,XRF2,1,2021-10-20,11:41:50,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,150.0,80.25,84.71000000000001,44763342,SHLF10857341,10,0.16,6,9,10,12,No-Filter,297133,-30,3402,41944,477,975,35001,-1939,27221,1015116,5717,396,6617,61963,40906,XRF2,1,2021-10-20,11:32:03,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,200.0,80.3,84.76,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,312132,-10,3861,45114,636,663,34347,-2697,28370,1068863,6191,587,7152,64643,42369,XRF2,1,2021-10-20,11:32:25,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,250.0,80.35,84.81,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,309199,-66,3817,45393,672,853,31344,-1313,28208,1059075,6182,589,7545,64187,42121,XRF2,1,2021-10-20,11:32:46,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,300.0,80.39999999999999,84.86,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,329256,-26,4522,50112,755,882,34048,-2610,30461,1130334,6086,523,8109,67389,42792,XRF2,1,2021-10-20,11:33:08,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,350.0,80.44999999999999,84.91,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,319912,-35,3612,43513,795,1141,40808,-2949,29022,1088454,6281,490,8193,66876,43796,XRF2,1,2021-10-20,11:33:30,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,400.0,80.5,84.96000000000001,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,317440,-58,3717,44041,577,1035,40695,-3275,29074,1083442,6084,368,7221,65573,43005,XRF2,1,2021-10-20,11:33:51,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,450.0,80.55,85.01,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,320241,-17,3765,45259,586,1055,39546,-3297,29354,1091994,6222,326,7801,66685,43404,XRF2,1,2021-10-20,11:34:13,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,50.0,80.14999999999999,84.61,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,309810,-30,3998,45722,671,878,35299,-2390,28299,1057143,6122,236,7814,64082,42200,XRF2,1,2021-10-20,11:31:20,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,500.0,80.6,85.06,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,322227,-56,4067,46445,767,923,38503,-3351,29386,1101283,6243,705,7703,66419,43239,XRF2,1,2021-10-20,11:34:35,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,550.0,80.64999999999999,85.11,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,321063,33,4007,45699,669,976,38492,-3482,28970,1099288,6609,451,7666,66035,42718,XRF2,1,2021-10-20,11:34:56,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,600.0,80.69999999999999,85.16,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,327736,-11,4295,48168,480,849,37260,-3089,29795,1125034,6332,432,7539,66846,43431,XRF2,1,2021-10-20,11:35:18,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,650.0,80.75,85.21000000000001,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,332312,6,4385,49662,755,798,36264,-2944,30281,1140367,6203,432,8920,67926,43198,XRF2,1,2021-10-20,11:35:40,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,700.0,80.8,85.26,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,330710,-26,4173,47907,708,1003,38712,-3651,29907,1132821,6575,612,7491,67660,43888,XRF2,1,2021-10-20,11:36:01,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,750.0,80.85,85.31,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,337002,-24,4676,50945,586,964,34728,-3224,31160,1159028,6235,460,8259,68243,44016,XRF2,1,2021-10-20,11:36:23,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,800.0,80.89999999999999,85.36,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,332132,-8,4225,47822,677,1112,39110,-3414,29884,1136731,6379,328,7956,67961,43683,XRF2,1,2021-10-20,11:36:45,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,850.0,80.94999999999999,85.41,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,326371,-33,3823,45123,766,1207,41195,-2983,29545,1111265,6076,556,7992,67467,43829,XRF2,1,2021-10-20,11:37:08,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,900.0,81.0,85.46000000000001,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,326354,-12,3812,45804,727,942,41108,-3202,29645,1111397,6379,748,8396,67333,43755,XRF2,1,2021-10-20,11:37:29,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,1,A,950.0,81.05,85.51,44763342,SHLF10857341,10,0.16,6,10,10,12,No-Filter,323490,-50,3462,42304,541,1156,44236,-3322,29014,1099294,6397,631,7895,67067,44338,XRF2,1,2021-10-20,11:37:51,HERTZBERG,2021-10-26 21:35:32,
390C,U1557,B,10,H,2,A,100.0,81.69999999999999,86.16,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,316940,-15,3530,43333,757,1174,39558,-2917,28334,1082704,6253,533,7863,66604,42335,XRF2,1,2021-10-20,10:51:20,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1000.0,82.6,87.06,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,322530,-32,4646,50503,778,623,28386,-2933,30223,1116794,6252,450,8005,66843,40863,XRF2,1,2021-10-20,10:57:50,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1050.0,82.64999999999999,87.11,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,315908,-19,4379,48988,758,624,28096,-2656,29288,1094393,6027,319,8581,65750,40507,XRF2,1,2021-10-20,10:58:12,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1100.0,82.69999999999999,87.16,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,321109,-31,4479,51331,584,367,27270,-2960,29471,1113316,5873,642,7805,66036,40866,XRF2,1,2021-10-20,10:58:34,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1150.0,82.75,87.21000000000001,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,326713,-5,4592,51905,878,644,28916,-3070,30204,1132426,6158,553,8173,66564,41455,XRF2,1,2021-10-20,10:58:55,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1200.0,82.8,87.26,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,326015,2,4809,52426,765,420,28428,-2918,30273,1130286,6030,560,7908,66669,41027,XRF2,1,2021-10-20,10:59:17,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1250.0,82.85,87.31,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,318318,9,4653,50911,809,546,27375,-2515,29707,1105502,6068,620,7227,65038,40375,XRF2,1,2021-10-20,10:59:39,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1300.0,82.89999999999999,87.36,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,313201,3,4648,49974,861,446,26479,-2605,29085,1089050,5660,397,6728,64686,39698,XRF2,1,2021-10-20,11:00:00,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1350.0,82.94999999999999,87.41,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,311912,-20,4308,49427,565,608,27352,-2429,29017,1082234,5795,476,7803,63412,40050,XRF2,1,2021-10-20,11:00:22,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1400.0,83.0,87.46000000000001,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,319755,-5,4805,51297,659,619,27096,-2799,30084,1108706,5748,642,9989,65018,40422,XRF2,1,2021-10-20,11:00:44,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1450.0,83.05,87.51,44763352,SHLF10857371,10,0.16,6,9,10,12,No-Filter,306623,-22,4267,48956,835,608,26512,-2015,28284,1064869,5920,519,7377,62235,39236,XRF2,1,2021-10-20,11:01:05,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,1480.0,83.08,87.54,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,327177,1,4730,51599,785,625,29755,-3106,31481,1134238,6432,737,7684,67226,41451,XRF2,1,2021-10-20,11:01:27,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,150.0,81.75,86.21000000000001,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,318490,-51,4031,46469,513,763,34149,-2966,29352,1095377,6027,459,8128,65936,41655,XRF2,1,2021-10-20,10:51:42,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,200.0,81.8,86.26,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,320363,-71,4006,47601,701,687,33478,-3008,29485,1105262,6074,337,6483,65989,41617,XRF2,1,2021-10-20,10:52:04,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,250.0,81.85,86.31,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,317417,-8,4281,48206,620,632,30668,-3005,29355,1095560,6204,577,8483,65803,41281,XRF2,1,2021-10-20,10:52:25,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,300.0,81.89999999999999,86.36,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,317883,23,3944,46791,618,996,34123,-2937,29607,1095173,5895,412,6714,65852,41840,XRF2,1,2021-10-20,10:52:47,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,350.0,81.94999999999999,86.41,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,326080,-13,4624,50903,835,680,30929,-3195,30315,1125844,5979,296,7740,66433,42455,XRF2,1,2021-10-20,10:53:09,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,400.0,82.0,86.46000000000001,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,322579,5,4550,50196,689,768,30536,-2481,30411,1112912,6332,537,7743,66166,41985,XRF2,1,2021-10-20,10:53:30,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,450.0,82.05,86.51,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,321300,-30,4456,49539,655,608,31643,-3390,29678,1108560,6092,216,7365,66739,42013,XRF2,1,2021-10-20,10:53:52,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,50.0,81.64999999999999,86.11,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,330770,-35,4271,49700,676,644,33559,-2801,30384,1137800,6423,441,8546,68268,43225,XRF2,1,2021-10-20,10:50:59,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,500.0,82.1,86.56,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,320337,-24,4342,49056,686,675,31224,-2942,29694,1106829,5857,767,7201,66241,41256,XRF2,1,2021-10-20,10:54:14,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,550.0,82.14999999999999,86.61,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,325503,19,4570,50538,583,551,30841,-3186,30370,1124735,6073,291,7600,66851,42635,XRF2,1,2021-10-20,10:54:35,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,600.0,82.19999999999999,86.66,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,330472,-5,4589,51270,642,581,31193,-3042,30670,1142553,6382,671,8061,67609,41984,XRF2,1,2021-10-20,10:54:57,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,650.0,82.25,86.71000000000001,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,329381,11,4478,50464,665,630,32190,-3067,31108,1136023,6195,634,7838,67382,42824,XRF2,1,2021-10-20,10:55:19,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,700.0,82.3,86.76,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,330503,37,4676,51706,576,624,31081,-3310,30808,1140301,6359,304,9240,66853,42148,XRF2,1,2021-10-20,10:55:40,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,750.0,82.35,86.81,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,325535,16,4732,50647,559,614,29797,-3139,30303,1123313,6015,599,8125,67054,41546,XRF2,1,2021-10-20,10:56:02,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,800.0,82.39999999999999,86.86,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,328199,-51,4707,51120,837,841,30585,-3115,30059,1128939,6138,313,7473,66909,41509,XRF2,1,2021-10-20,10:56:24,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,850.0,82.44999999999999,86.91,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,321557,-38,4501,50337,683,682,29664,-2991,29875,1111403,6203,923,6752,66841,41599,XRF2,1,2021-10-20,10:56:45,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,900.0,82.5,86.96000000000001,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,325662,11,4577,50687,701,480,30078,-3129,30289,1127199,5949,417,8490,66363,41397,XRF2,1,2021-10-20,10:57:07,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,2,A,950.0,82.55,87.01,44763352,SHLF10857371,10,0.16,6,10,10,12,No-Filter,323869,7,4673,51594,729,578,28613,-3120,30560,1121958,6388,665,7507,66545,41016,XRF2,1,2021-10-20,10:57:29,HERTZBERG,2021-10-26 21:35:33,
390C,U1557,B,10,H,3,A,100.0,83.19999999999999,87.66,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,327655,-27,4332,49333,736,766,32936,-3048,30286,1131339,6086,477,8194,67161,41950,XRF2,1,2021-10-20,10:12:08,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,1000.0,84.1,88.56,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,322565,37,4425,50371,742,450,28569,-2945,29762,1120738,6009,726,6881,65605,40416,XRF2,1,2021-10-20,10:18:37,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,1050.0,84.14999999999999,88.61,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,324491,-43,4909,51996,783,594,28189,-3159,30134,1126618,6163,365,7628,65839,40303,XRF2,1,2021-10-20,10:18:59,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,1100.0,84.19999999999999,88.66,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,325978,-13,4844,52251,684,570,28461,-2693,30263,1123910,5679,579,15503,67215,40642,XRF2,1,2021-10-20,10:19:20,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,1150.0,84.25,88.71000000000001,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,328592,-28,4708,51898,907,908,30123,-2889,30591,1138671,5967,316,7729,67094,41020,XRF2,1,2021-10-20,10:19:42,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,1200.0,84.3,88.76,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,322281,14,4628,51143,1139,857,29029,-2840,30170,1116760,5915,356,8400,66214,40177,XRF2,1,2021-10-20,10:20:03,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,1250.0,84.35,88.81,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,318365,28,4653,50126,607,723,28724,-2929,30169,1103120,6037,575,9116,64807,40580,XRF2,1,2021-10-20,10:20:25,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,1300.0,84.39999999999999,88.86,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,317161,-40,4618,51240,980,806,28334,-2927,29758,1099422,6412,435,8000,65135,40259,XRF2,1,2021-10-20,10:20:47,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,1350.0,84.44999999999999,88.91,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,311448,-32,4523,49721,810,627,26707,-2460,28731,1082177,5748,341,7242,63613,38831,XRF2,1,2021-10-20,10:21:08,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,1400.0,84.5,88.96000000000001,44763362,SHLF10857401,10,0.16,6,9,10,12,No-Filter,305523,4,4306,49135,818,714,27064,-2295,28836,1056348,5963,499,7952,63400,39603,XRF2,1,2021-10-20,10:21:30,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,1430.0,84.53,88.99000000000001,44763362,SHLF10857401,10,0.16,6,9,10,12,No-Filter,304713,-3,4456,50103,734,783,26803,-2046,28792,1053693,6027,670,7289,63625,38665,XRF2,1,2021-10-20,10:21:51,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,150.0,83.25,87.71000000000001,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,330436,47,4745,51436,846,795,30751,-3202,30980,1143949,5995,583,6638,67606,42042,XRF2,1,2021-10-20,10:12:29,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,200.0,83.3,87.76,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,326064,8,4258,49105,720,656,32546,-3003,30572,1127127,6459,547,8007,66617,41591,XRF2,1,2021-10-20,10:12:52,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,250.0,83.35,87.81,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,318144,-32,4283,48256,824,666,29138,-3237,29604,1101269,6003,990,8474,65932,40676,XRF2,1,2021-10-20,10:13:13,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,300.0,83.39999999999999,87.86,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,321344,-6,4492,49959,752,682,29336,-3185,29723,1114381,6116,601,7649,66221,40477,XRF2,1,2021-10-20,10:13:35,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,350.0,83.44999999999999,87.91,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,325470,71,4674,50298,864,432,29051,-3223,30503,1129735,5915,428,7756,66654,41450,XRF2,1,2021-10-20,10:13:56,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,400.0,83.5,87.96000000000001,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,321749,13,4472,50045,939,633,29402,-2848,30463,1115909,6417,355,7501,66306,40459,XRF2,1,2021-10-20,10:14:18,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,450.0,83.55,88.01,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,319535,55,4273,48210,463,554,30640,-3101,29750,1108177,6134,625,7285,65859,40785,XRF2,1,2021-10-20,10:14:39,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,50.0,83.14999999999999,87.61,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,329375,-34,4501,51570,810,628,29749,-2886,30605,1141071,6439,676,8067,68025,41203,XRF2,1,2021-10-20,10:11:46,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,500.0,83.6,88.06,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,318063,12,4561,49706,861,689,28539,-3289,29765,1103300,5780,278,7826,65160,40585,XRF2,1,2021-10-20,10:15:01,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,550.0,83.64999999999999,88.11,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,325704,46,4588,50564,622,776,30471,-3056,30713,1128923,6263,608,6369,67532,40956,XRF2,1,2021-10-20,10:15:23,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,600.0,83.69999999999999,88.16,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,325376,-29,4631,50823,730,584,28573,-3053,30110,1130183,6105,557,8210,67389,41019,XRF2,1,2021-10-20,10:15:44,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,650.0,83.75,88.21000000000001,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,323708,-26,4540,49534,776,673,29758,-2955,30150,1122113,6213,796,7979,66615,40553,XRF2,1,2021-10-20,10:16:06,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,700.0,83.8,88.26,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,324618,4,4406,48792,893,821,33254,-2796,30293,1122786,6241,596,7508,66525,41119,XRF2,1,2021-10-20,10:16:28,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,750.0,83.85,88.31,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,322490,10,4736,50585,584,691,29483,-3292,30336,1117900,6312,698,7764,66694,40998,XRF2,1,2021-10-20,10:16:49,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,800.0,83.89999999999999,88.36,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,319363,-24,4531,49844,595,358,28846,-2650,30044,1109508,6189,598,7476,65319,39927,XRF2,1,2021-10-20,10:17:11,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,850.0,83.94999999999999,88.41,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,315129,49,4524,49491,874,511,28244,-3155,29183,1092877,6041,389,7515,65837,40103,XRF2,1,2021-10-20,10:17:32,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,900.0,84.0,88.46000000000001,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,318980,-13,4654,51346,811,599,27457,-2564,30150,1108158,6199,473,7552,65846,39887,XRF2,1,2021-10-20,10:17:54,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,3,A,950.0,84.05,88.51,44763362,SHLF10857401,10,0.16,6,10,10,12,No-Filter,323067,50,4784,52333,699,624,28265,-2855,30487,1121067,5915,416,7709,66317,40546,XRF2,1,2021-10-20,10:18:15,HERTZBERG,2021-10-26 21:35:36,
390C,U1557,B,10,H,4,A,100.0,84.69999999999999,89.16,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,328474,35,5293,55306,777,433,24649,-2472,31662,1140976,6539,689,8094,68210,40069,XRF2,1,2021-10-20,09:28:39,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1000.0,85.6,90.06,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,331394,21,5423,56005,830,474,25281,-3119,31448,1149278,6932,872,8724,69294,40472,XRF2,1,2021-10-20,09:35:09,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1055.0,85.655,90.11500000000001,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,331035,-45,5046,55377,822,365,26160,-3074,31527,1148158,6479,510,8518,67969,40287,XRF2,1,2021-10-20,09:35:30,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1100.0,85.69999999999999,90.16,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,332189,17,5075,55308,871,590,25801,-3226,31480,1151110,6446,683,8496,69877,40972,XRF2,1,2021-10-20,09:35:52,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1150.0,85.75,90.21000000000001,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,324689,55,5026,54094,782,575,25132,-2824,31142,1126100,6862,839,7635,68447,39806,XRF2,1,2021-10-20,09:36:14,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1200.0,85.8,90.26,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,331765,12,5191,55942,909,686,25353,-3165,31412,1150261,6547,622,8300,69684,40788,XRF2,1,2021-10-20,09:36:36,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1250.0,85.85,90.31,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,325895,-13,5235,55715,743,513,25132,-3086,31421,1127473,6823,465,12247,66996,40745,XRF2,1,2021-10-20,09:36:58,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1300.0,85.89999999999999,90.36,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,318321,17,5090,55207,659,565,24044,-2653,31285,1103554,6115,657,10536,66066,39104,XRF2,1,2021-10-20,09:37:19,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1350.0,85.94999999999999,90.41,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,314287,22,5228,54094,635,355,22760,-2619,30701,1095385,6402,715,6928,66295,38603,XRF2,1,2021-10-20,09:37:41,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1400.0,86.0,90.46000000000001,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,318147,0,5401,55541,1100,477,22286,-2769,31198,1107891,6560,466,7004,65717,39196,XRF2,1,2021-10-20,09:38:02,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1450.0,86.05,90.51,44763372,SHLF10857431,10,0.16,6,9,10,12,No-Filter,301968,-25,4572,49511,621,272,21495,-1617,28433,1053694,6013,343,7431,63274,37529,XRF2,1,2021-10-20,09:38:24,HERTZBERG,2021-10-26 21:35:38,
390C,U1557,B,10,H,4,A,1475.0,86.07499999999999,90.535,44763372,SHLF10857431,10,0.16,6,10,10,12,No-Filter,322381,-58,4981,54473,910,403,21952,-2359,31002,1121116,6469,553,7544,67644,39211,XRF2,1,2021-10-20,09:38:45,HERTZBERG,2021-10-26 21:35:38,
