Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1559-ACD-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390,U1559,C,2,H,3,A,1000.0,8.3,10.658,44838702,SHLF11582861,50,0.75,10,14,10,12,Cu,87104,10217,816,3617,51,138,71,9141,39,342,37,76,438481,1522,XRF2,1,2022-09-13,09:10:06,YEON,2022-09-26 21:13:01,
390,U1559,C,2,H,3,A,1050.0,8.35,10.708,44838702,SHLF11582861,50,0.75,10,14,10,12,Cu,87424,10442,686,3471,33,194,114,9398,59,329,45,73,441163,1585,XRF2,1,2022-09-13,09:10:29,YEON,2022-09-26 21:13:01,
390,U1559,C,2,H,3,A,1100.0,8.4,10.758,44838702,SHLF11582861,50,0.75,10,14,10,12,Cu,86794,10978,658,3574,65,218,90,9080,50,303,47,58,439095,1388,XRF2,1,2022-09-13,09:10:53,YEON,2022-09-26 21:13:01,
390,U1559,C,2,H,3,A,1150.0,8.45,10.808,44838702,SHLF11582861,50,0.75,10,14,10,12,Cu,87113,11076,534,3516,75,133,71,9399,21,334,34,92,439462,1160,XRF2,1,2022-09-13,09:11:18,YEON,2022-09-26 21:13:01,
390,U1559,C,2,H,3,A,1200.0,8.5,10.857999999999999,44838702,SHLF11582861,50,0.75,10,14,10,12,Cu,86665,10993,558,3633,76,173,46,9403,23,337,31,91,440229,1336,XRF2,1,2022-09-13,09:11:42,YEON,2022-09-26 21:13:01,
390,U1559,C,2,H,3,A,1250.0,8.55,10.908,44838702,SHLF11582861,50,0.75,10,14,10,12,Cu,86438,10595,433,3444,100,206,99,9484,41,269,37,130,438198,946,XRF2,1,2022-09-13,09:12:05,YEON,2022-09-26 21:13:01,
390,U1559,C,2,H,3,A,1300.0,8.6,10.958,44838702,SHLF11582861,50,0.75,10,14,10,12,Cu,86359,9215,559,3536,50,163,57,9360,36,332,55,37,437099,1042,XRF2,1,2022-09-13,09:12:28,YEON,2022-09-26 21:13:01,
390,U1559,C,2,H,3,A,1350.0,8.65,11.008,44838702,SHLF11582861,50,0.75,10,14,10,12,Cu,86657,8930,484,3583,50,164,63,9619,41,243,37,84,435373,1189,XRF2,1,2022-09-13,09:12:51,YEON,2022-09-26 21:13:01,
390,U1559,C,2,H,3,A,1400.0,8.7,11.058,44838702,SHLF11582861,50,0.75,10,14,10,12,Cu,79693,7257,342,3264,23,119,44,6372,44,241,34,80,440442,1118,XRF2,1,2022-09-13,09:13:14,YEON,2022-09-26 21:13:01,
390,U1559,C,2,H,3,A,1450.0,8.75,11.107999999999999,44838702,SHLF11582861,50,0.75,10,12,10,12,Cu,61034,132,122,2247,13,26,87,60,29,179,41,42,440671,65,XRF2,1,2022-09-13,09:13:37,YEON,2022-09-26 21:13:01,
390,U1559,C,2,H,4,A,50.0,8.870000000000001,11.228000000000002,44838712,SHLF11582891,50,0.75,10,14,10,12,Cu,88083,10215,650,3686,45,208,103,9416,48,375,39,81,442504,1437,XRF2,1,2022-09-13,09:42:26,YEON,2022-09-26 21:13:03,
390,U1559,C,2,H,4,A,100.0,8.92,11.278,44838712,SHLF11582891,50,0.75,10,14,10,12,Cu,85862,8065,547,3561,56,214,91,9207,39,351,68,72,438760,1326,XRF2,1,2022-09-13,09:42:49,YEON,2022-09-26 21:13:03,
390,U1559,C,2,H,4,A,150.0,8.97,11.328000000000001,44838712,SHLF11582891,50,0.75,10,14,10,12,Cu,84472,8275,508,3433,49,202,110,8431,69,336,26,52,437701,1218,XRF2,1,2022-09-13,09:43:12,YEON,2022-09-26 21:13:03,
390,U1559,C,2,H,4,A,200.0,9.02,11.378,44838712,SHLF11582891,50,0.75,10,14,10,12,Cu,84841,8648,510,3454,46,209,130,8870,68,247,22,78,437621,1510,XRF2,1,2022-09-13,09:43:35,YEON,2022-09-26 21:13:03,
390,U1559,C,2,H,4,A,250.0,9.07,11.428,44838712,SHLF11582891,50,0.75,10,14,10,12,Cu,86167,9708,651,3552,49,178,86,9115,54,340,47,26,438290,1166,XRF2,1,2022-09-13,09:43:59,YEON,2022-09-26 21:13:03,
390,U1559,C,2,H,4,A,300.0,9.120000000000001,11.478000000000002,44838712,SHLF11582891,50,0.75,10,14,10,12,Cu,86262,10038,686,3593,18,205,120,9011,53,452,51,39,438892,1378,XRF2,1,2022-09-13,09:44:22,YEON,2022-09-26 21:13:03,
390,U1559,C,2,H,4,A,350.0,9.17,11.528,44838712,SHLF11582891,50,0.75,10,14,10,12,Cu,86079,10100,966,3551,39,178,69,9038,60,358,40,44,439972,1970,XRF2,1,2022-09-13,09:44:45,YEON,2022-09-26 21:13:03,
