Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1560-AC-20220803-ac (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1560,C,1,H,2,A,500.0,1.99,1.938,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,327923,-66,1120,10249,546,2406,55852,-4708,6517,1225006,1795,137,3059,22207,45105,XRF1,1,2022-11-20,15:50:28,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,520.0,2.01,1.958,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,341163,-46,953,6242,413,2197,57910,-4722,3999,1298432,1154,539,2280,14286,47076,XRF1,1,2022-11-20,15:50:46,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,540.0,2.0300000000000002,1.978,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,332091,-48,897,5830,420,2101,57894,-4502,3586,1260676,1121,701,1827,13008,46741,XRF1,1,2022-11-20,15:51:04,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,560.0,2.05,1.998,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,353080,-84,857,5645,381,2176,56173,-4431,3261,1358132,963,879,1750,11864,47756,XRF1,1,2022-11-20,15:51:23,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,580.0,2.07,2.018,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,349700,-81,859,6422,300,2235,58925,-4751,3870,1331045,1124,852,1956,14659,48002,XRF1,1,2022-11-20,15:51:41,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,600.0,2.09,2.038,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,346719,-80,1089,9792,401,2280,60088,-5070,6536,1300862,1716,873,2452,19544,47340,XRF1,1,2022-11-20,15:52:00,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,620.0,2.11,2.058,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,334660,-54,998,5518,345,2922,69515,-4961,4004,1248106,1188,591,1885,13475,49319,XRF1,1,2022-11-20,15:52:18,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,640.0,2.13,2.078,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,353510,-78,1072,7429,377,2345,60277,-5093,4694,1340101,1104,842,2291,16044,49283,XRF1,1,2022-11-20,15:52:36,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,660.0,2.15,2.098,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,346700,-80,803,5752,288,1820,49566,-4262,3137,1342259,750,772,1542,12156,46927,XRF1,1,2022-11-20,15:52:55,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,680.0,2.17,2.118,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,365240,-84,920,6190,200,1981,48349,-4405,3258,1421609,1037,982,2168,11547,47767,XRF1,1,2022-11-20,15:53:13,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,700.0,2.19,2.138,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,377728,-55,986,6500,612,1870,48138,-4714,3061,1473889,1015,775,2363,12123,48746,XRF1,1,2022-11-20,15:53:31,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,720.0,2.21,2.158,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,391606,-79,989,6265,602,1769,49303,-4564,3474,1531812,672,740,1952,11879,49434,XRF1,1,2022-11-20,15:53:50,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,740.0,2.23,2.178,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,381551,-76,993,6408,518,1992,51188,-4669,3472,1485631,1001,688,1733,12317,49010,XRF1,1,2022-11-20,15:54:08,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,760.0,2.25,2.198,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,365261,-70,954,5865,390,2059,53117,-4579,2680,1415568,786,628,1282,11789,48294,XRF1,1,2022-11-20,15:54:25,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,780.0,2.27,2.218,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,371875,-38,917,5975,251,2041,51387,-4851,2887,1447094,783,985,1385,11586,48185,XRF1,1,2022-11-20,15:54:44,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,800.0,2.29,2.238,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,375428,-54,869,5826,527,1869,49506,-4651,2954,1467551,916,910,1175,10682,48577,XRF1,1,2022-11-20,15:55:02,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,820.0,2.31,2.258,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,369508,-74,797,5448,486,2264,55112,-4597,2880,1433043,642,419,1206,10875,48465,XRF1,1,2022-11-20,15:55:22,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,840.0,2.33,2.278,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,381558,-91,908,5673,259,2039,53099,-4705,2870,1484004,698,621,1316,10547,49960,XRF1,1,2022-11-20,15:55:41,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,860.0,2.35,2.298,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,374654,-87,861,5258,236,2016,53050,-5069,2519,1456442,854,625,1568,10987,49545,XRF1,1,2022-11-20,15:56:00,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,880.0,2.37,2.318,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,370324,-71,823,4714,410,2055,55862,-4737,2733,1435392,862,772,1816,11232,49631,XRF1,1,2022-11-20,15:56:18,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,900.0,2.39,2.338,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,333021,-67,754,3780,432,2618,65063,-4154,3020,1262686,713,695,1686,11642,46992,XRF1,1,2022-11-20,15:56:37,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,920.0,2.41,2.358,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,328051,-69,656,3485,139,1972,57936,-3960,2439,1256583,736,785,1562,10073,45640,XRF1,1,2022-11-20,15:56:55,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,940.0,2.4299999999999997,2.378,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,349792,-76,716,4056,564,2488,58144,-4607,2323,1346685,761,689,1507,10480,47079,XRF1,1,2022-11-20,15:57:13,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,960.0,2.45,2.3979999999999997,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,369884,-70,814,3994,485,2359,58785,-4668,2064,1432793,793,408,1465,10172,48695,XRF1,1,2022-11-20,15:57:32,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,980.0,2.4699999999999998,2.418,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,386582,-75,724,4283,576,2453,57362,-4604,2326,1506328,953,436,1335,9737,50060,XRF1,1,2022-11-20,15:57:50,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1000.0,2.49,2.4379999999999997,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,385830,-84,715,4369,490,2249,58492,-4965,2121,1499103,546,546,1727,9785,50724,XRF1,1,2022-11-20,15:58:09,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1020.0,2.51,2.458,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,381850,-59,810,4356,437,2272,59657,-5110,2088,1477828,724,645,1570,10228,50717,XRF1,1,2022-11-20,15:58:30,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1040.0,2.5300000000000002,2.4779999999999998,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,379770,-77,906,5186,565,2029,54642,-4696,2566,1475554,605,601,1450,10859,50610,XRF1,1,2022-11-20,15:58:48,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1060.0,2.55,2.498,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,394061,-58,1006,6263,462,2156,51206,-4723,3503,1540480,954,556,1344,10948,51114,XRF1,1,2022-11-20,15:59:06,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1080.0,2.5700000000000003,2.518,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,396299,-50,900,6081,378,1613,52006,-4835,3024,1545276,854,605,1432,11790,51633,XRF1,1,2022-11-20,15:59:25,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1100.0,2.59,2.5380000000000003,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,396205,-32,1101,6899,551,2173,54101,-4681,3094,1535440,966,982,2120,12682,51674,XRF1,1,2022-11-20,15:59:43,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1120.0,2.6100000000000003,2.558,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,390710,-55,1102,7964,542,2149,51728,-5019,3747,1517422,956,818,1495,13776,50701,XRF1,1,2022-11-20,16:00:02,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1140.0,2.63,2.578,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,385727,-70,964,7576,451,1910,50777,-4652,3758,1498258,1169,708,1915,13804,49955,XRF1,1,2022-11-20,16:00:21,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1160.0,2.65,2.598,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,377341,-81,1102,9390,240,1993,48461,-4848,4281,1460144,1380,836,2083,15730,48815,XRF1,1,2022-11-20,16:00:40,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1180.0,2.67,2.618,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,373425,-67,1201,9638,421,1954,50113,-4722,4679,1440095,1355,970,2283,15958,48174,XRF1,1,2022-11-20,16:00:58,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1200.0,2.69,2.638,44847572,SHLF11684861,10,0.16,6,11,10,12,No-Filter,382363,-79,1340,11313,350,2173,49714,-5008,5686,1468288,1533,869,2318,18389,49234,XRF1,1,2022-11-20,16:01:17,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1220.0,2.71,2.658,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,371784,-66,1273,10947,539,2054,52339,-4986,5913,1419282,1380,832,2584,18756,48864,XRF1,1,2022-11-20,16:01:35,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1240.0,2.73,2.678,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,377565,-65,1348,10412,503,1881,48562,-4888,5051,1456459,1253,909,2185,17140,48957,XRF1,1,2022-11-20,16:01:52,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1260.0,2.75,2.698,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,372703,-71,1156,9025,612,1942,47665,-4528,4236,1442535,1134,833,1884,14518,48545,XRF1,1,2022-11-20,16:02:09,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1280.0,2.77,2.718,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,369591,-71,1082,9404,415,1785,45838,-4967,4289,1431595,1176,980,2166,15321,47281,XRF1,1,2022-11-20,16:02:29,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1300.0,2.79,2.738,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,368584,-34,1184,9097,262,1702,47594,-4565,4645,1423259,1165,1055,1445,14376,47432,XRF1,1,2022-11-20,16:02:47,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1320.0,2.81,2.758,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,373178,-81,1050,8998,308,1673,46718,-4487,3988,1448045,1095,862,1679,14111,48338,XRF1,1,2022-11-20,16:03:06,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1340.0,2.83,2.778,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,340888,-64,1330,9329,350,1710,43981,-3964,5115,1309502,1253,909,1674,16106,44655,XRF1,1,2022-11-20,16:03:24,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1360.0,2.85,2.798,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,358093,-43,1259,10201,604,1826,45849,-4282,5444,1378836,1582,1046,2107,16040,47100,XRF1,1,2022-11-20,16:03:42,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1380.0,2.87,2.8179999999999996,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,351267,-82,1100,10302,387,1741,45824,-3884,5653,1347253,1528,731,1956,16889,46153,XRF1,1,2022-11-20,16:04:01,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1400.0,2.8899999999999997,2.838,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,357554,-69,1547,12874,335,1833,46374,-4601,7306,1359498,1538,106,2532,20857,47401,XRF1,1,2022-11-20,16:04:19,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1420.0,2.91,2.8579999999999997,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,350972,-76,1366,11338,538,2052,49374,-4451,6131,1331186,1729,314,2377,19560,46010,XRF1,1,2022-11-20,16:04:38,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,1440.0,2.9299999999999997,2.878,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,341331,-79,1234,9491,380,2053,48801,-3650,5367,1297639,1688,1023,1924,17981,45602,XRF1,1,2022-11-20,16:04:56,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,3,A,20.0,3.02,2.968,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,379129,-70,1115,8612,421,2111,55568,-4746,4799,1451821,1319,747,1782,15927,49614,XRF1,1,2022-11-21,09:29:31,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,40.0,3.04,2.988,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,382222,-56,1028,8474,629,1773,49895,-4917,4575,1480218,1180,1048,1639,15263,49056,XRF1,1,2022-11-21,09:29:49,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,60.0,3.06,3.008,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,366141,-83,910,6952,173,2074,54089,-4398,4256,1411423,1047,664,1668,13551,48132,XRF1,1,2022-11-21,09:30:08,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,80.0,3.08,3.028,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,351762,-57,895,6167,425,2159,58153,-4887,3327,1342435,925,485,1613,13369,47885,XRF1,1,2022-11-21,09:30:26,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,100.0,3.1,3.048,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,358860,-55,885,5520,252,2089,56315,-4396,3473,1382421,1469,658,1398,11471,47267,XRF1,1,2022-11-21,09:30:46,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,120.0,3.12,3.068,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,382433,-62,876,6223,497,1984,51515,-4574,3357,1488713,857,728,1576,11698,49482,XRF1,1,2022-11-21,09:31:05,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,140.0,3.14,3.088,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,375257,-90,948,6191,534,2083,51257,-4563,3506,1456373,869,499,1488,12513,49432,XRF1,1,2022-11-21,09:31:24,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,160.0,3.16,3.108,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,370209,-82,986,7082,504,2140,50552,-4487,3982,1432804,861,880,1888,13772,48702,XRF1,1,2022-11-21,09:31:41,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,180.0,3.18,3.128,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,376594,-74,963,6737,597,1884,47630,-4460,3332,1468575,860,673,1876,12822,48791,XRF1,1,2022-11-21,09:31:59,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,200.0,3.2,3.148,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,376509,-74,905,6120,477,1976,48119,-4690,3173,1471883,799,734,1473,11684,48619,XRF1,1,2022-11-21,09:32:19,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,220.0,3.22,3.168,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,383000,-80,927,5942,670,1686,46820,-4597,2354,1501135,678,787,1716,10848,48890,XRF1,1,2022-11-21,09:32:38,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,240.0,3.24,3.1879999999999997,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,383657,-45,951,6055,609,1688,45457,-4564,2604,1505719,1073,681,1529,11168,48870,XRF1,1,2022-11-21,09:32:57,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,260.0,3.26,3.208,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,384024,-85,868,6032,435,1545,45485,-4327,3026,1509561,829,610,1305,10918,49050,XRF1,1,2022-11-21,09:33:15,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,280.0,3.2800000000000002,3.2279999999999998,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,386572,-85,867,6838,513,1524,48165,-4477,3027,1509304,992,694,1892,12855,49572,XRF1,1,2022-11-21,09:33:34,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,300.0,3.3,3.2479999999999998,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,381805,-76,940,7027,451,1697,48765,-4475,3823,1485290,1155,722,1900,13881,49640,XRF1,1,2022-11-21,09:33:52,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,320.0,3.32,3.268,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,377540,-49,1097,7254,333,1608,47949,-4665,3952,1466277,770,799,2137,14207,49647,XRF1,1,2022-11-21,09:34:11,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,340.0,3.34,3.288,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,377618,-85,1117,7735,408,1596,48146,-4342,3812,1463144,1053,846,2170,15628,49957,XRF1,1,2022-11-21,09:34:30,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,360.0,3.36,3.308,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,363097,-91,967,6249,264,1630,55243,-4151,3778,1392335,973,697,2541,14662,49621,XRF1,1,2022-11-21,09:34:47,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,380.0,3.38,3.328,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,359519,-67,895,5768,450,1989,58175,-4431,3621,1371949,1126,606,2076,14978,49455,XRF1,1,2022-11-21,09:35:06,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,400.0,3.4,3.348,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,363110,-77,852,5038,319,2020,55958,-4544,2713,1398640,823,712,1955,12169,49477,XRF1,1,2022-11-21,09:35:24,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,420.0,3.42,3.368,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,351174,-61,661,4044,525,1992,54696,-4175,2315,1353576,792,474,1282,11012,48268,XRF1,1,2022-11-21,09:35:43,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,440.0,3.44,3.388,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,377646,-81,808,4565,518,1859,53503,-4971,1995,1467590,698,542,1195,10556,51007,XRF1,1,2022-11-21,09:36:01,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,460.0,3.46,3.408,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,378573,-88,664,4185,412,2024,52724,-4131,2160,1478112,631,398,1289,9893,49313,XRF1,1,2022-11-21,09:36:21,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,480.0,3.48,3.428,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,382019,-80,678,4019,423,1974,53021,-4631,1850,1494333,796,512,1079,9007,49971,XRF1,1,2022-11-21,09:36:40,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,500.0,3.5,3.448,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,381953,-86,806,3224,469,1823,49382,-4212,1211,1504208,505,636,895,7412,49019,XRF1,1,2022-11-21,09:36:59,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,520.0,3.52,3.468,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,378957,-91,791,3004,318,1894,49282,-4278,1464,1492707,601,530,962,7110,49024,XRF1,1,2022-11-21,09:37:17,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,540.0,3.54,3.488,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,369415,-25,709,2980,375,1931,48801,-4473,978,1451306,711,620,1226,7411,48776,XRF1,1,2022-11-21,09:37:36,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,560.0,3.56,3.508,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,378465,-76,758,3002,404,1783,50563,-4356,1152,1489697,409,710,944,6630,48987,XRF1,1,2022-11-21,09:37:54,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,580.0,3.58,3.528,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,389200,-70,648,2852,376,1904,49978,-4445,939,1538046,527,524,831,6157,49779,XRF1,1,2022-11-21,09:38:13,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,600.0,3.6,3.548,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,377322,-63,689,2794,425,1686,50462,-4158,1126,1484502,613,421,756,6794,49059,XRF1,1,2022-11-21,09:38:32,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,620.0,3.62,3.568,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,373321,-87,743,3543,198,1739,54552,-3986,1474,1459256,527,564,717,7409,48497,XRF1,1,2022-11-21,09:38:50,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,640.0,3.64,3.588,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,357571,-9,739,3087,501,2080,51943,-4396,1136,1394670,440,722,900,6993,48220,XRF1,1,2022-11-21,09:39:09,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,660.0,3.66,3.608,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,353376,-85,677,3226,601,1975,50088,-3712,985,1383868,549,477,901,6807,46641,XRF1,1,2022-11-21,09:39:27,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,680.0,3.68,3.628,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,376803,-71,821,4396,331,1637,45684,-4484,1325,1485317,621,611,1058,7583,48661,XRF1,1,2022-11-21,09:39:45,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,700.0,3.7,3.6479999999999997,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,392864,-87,796,5090,494,1750,46388,-4684,2243,1548509,704,418,1100,8514,50535,XRF1,1,2022-11-21,09:40:05,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,720.0,3.7199999999999998,3.668,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,394592,-83,943,5907,502,1759,47269,-4737,2554,1548380,562,727,1228,9776,50705,XRF1,1,2022-11-21,09:40:23,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,740.0,3.74,3.6879999999999997,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,387862,-93,928,6514,480,1752,48017,-4629,3083,1517235,790,657,1082,11012,50698,XRF1,1,2022-11-21,09:40:42,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,760.0,3.76,3.708,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,371821,-87,1021,6070,341,1776,49224,-4126,2918,1448741,800,657,1440,9935,48850,XRF1,1,2022-11-21,09:41:01,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,780.0,3.7800000000000002,3.7279999999999998,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,377462,-86,1081,8237,342,1813,46204,-4620,3935,1469193,1162,845,1434,13409,48938,XRF1,1,2022-11-21,09:41:19,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,800.0,3.8,3.748,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,382296,-77,1211,10584,343,1671,48276,-5041,5928,1476139,1460,1161,1600,16599,49774,XRF1,1,2022-11-21,09:41:38,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,820.0,3.82,3.768,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,383455,-97,1069,10075,484,1864,48643,-4642,5113,1483000,1019,1114,1739,15011,49636,XRF1,1,2022-11-21,09:41:58,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,840.0,3.84,3.788,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,372932,-83,1242,11053,463,1654,46118,-4925,5667,1440703,1328,980,1710,16410,48929,XRF1,1,2022-11-21,09:42:16,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,860.0,3.86,3.808,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,379826,-44,1586,14595,427,1659,45493,-5158,7953,1454710,1777,315,2392,21792,49134,XRF1,1,2022-11-21,09:42:35,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,880.0,3.88,3.828,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,380600,-76,1554,14154,571,1785,44273,-4639,8182,1460180,1901,285,2168,21878,48876,XRF1,1,2022-11-21,09:42:54,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,900.0,3.9,3.848,44847582,SHLF11684891,10,0.16,6,11,10,12,No-Filter,381105,-53,1729,15613,488,1875,44341,-4869,8476,1462167,1910,196,1527,20979,49032,XRF1,1,2022-11-21,09:43:11,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,920.0,3.92,3.868,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,370243,-36,1668,16756,346,1715,45565,-4628,9455,1408526,2080,199,2243,24240,47931,XRF1,1,2022-11-21,09:43:31,YEON,2022-12-08 20:13:46,
393,U1560,C,1,H,3,A,940.0,3.94,3.888,44847582,SHLF11684891,10,0.16,6,10,10,12,No-Filter,372473,-42,1700,15901,407,2107,47022,-5089,9012,1418787,2024,200,1967,23369,48226,XRF1,1,2022-11-21,09:43:49,YEON,2022-12-08 20:13:46,
