Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1559-ACD-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1559,A,3,H,2,A,750.0,15.25,18.982,44837442,SHLF10887321,10,0.15,6,14,10,12,No-Filter,359222,-35,743,18239,428,2500,66077,-3492,1116,1331561,852,490,1586,11216,54162,XRF2,1,2022-09-13,13:10:17,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,800.0,15.3,19.032,44837442,SHLF10887321,10,0.15,6,14,10,12,No-Filter,353554,-45,637,17146,551,2337,68318,-3043,880,1304632,973,533,1549,9358,54645,XRF2,1,2022-09-13,13:10:40,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,850.0,15.35,19.082,44837442,SHLF10887321,10,0.15,6,14,10,12,No-Filter,345348,-11,670,17295,628,2737,71062,-3045,832,1262699,884,242,1598,8471,54127,XRF2,1,2022-09-13,13:11:03,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,900.0,15.4,19.131999999999998,44837442,SHLF10887321,10,0.15,6,13,10,12,No-Filter,307378,-22,609,17723,536,2901,77362,-3829,1108,1075239,1353,562,1273,9447,52852,XRF2,1,2022-09-13,13:11:26,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,950.0,15.45,19.182,44837442,SHLF10887321,10,0.15,6,15,10,12,No-Filter,371575,-78,668,17385,483,2385,63905,-2614,455,1397560,931,298,1616,9813,53508,XRF2,1,2022-09-13,13:11:49,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,1000.0,15.5,19.232,44837442,SHLF10887321,10,0.15,6,16,10,12,No-Filter,388369,-43,731,16944,640,1971,57186,-3033,406,1481863,1021,668,1675,8936,55437,XRF2,1,2022-09-13,13:12:13,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,1050.0,15.55,19.282,44837442,SHLF10887321,10,0.15,6,15,10,12,No-Filter,387572,-52,710,16991,674,2172,61881,-3363,353,1471120,879,484,1517,8458,55499,XRF2,1,2022-09-13,13:12:37,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,1100.0,15.6,19.332,44837442,SHLF10887321,10,0.15,6,15,10,12,No-Filter,385523,-37,631,17453,549,1862,56095,-3123,469,1470695,780,488,1268,8962,55065,XRF2,1,2022-09-13,13:13:02,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,1150.0,15.65,19.381999999999998,44837442,SHLF10887321,10,0.15,6,16,10,12,No-Filter,391792,-87,634,16998,666,2041,55415,-2854,387,1502240,1007,398,1408,8343,55116,XRF2,1,2022-09-13,13:13:26,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,1200.0,15.7,19.432,44837442,SHLF10887321,10,0.15,6,15,10,12,No-Filter,381277,4,682,17017,544,2203,59979,-3537,26,1446975,874,592,1361,8359,55279,XRF2,1,2022-09-13,13:13:50,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,1250.0,15.75,19.482,44837442,SHLF10887321,10,0.15,6,15,10,12,No-Filter,376004,-40,612,16707,590,2174,63347,-3094,258,1420244,795,376,1368,8107,54869,XRF2,1,2022-09-13,13:14:15,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,1300.0,15.8,19.532,44837442,SHLF10887321,10,0.15,6,14,10,12,No-Filter,356910,-12,583,16581,626,2698,73076,-3552,585,1313873,790,664,1167,8049,54938,XRF2,1,2022-09-13,13:14:39,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,1350.0,15.85,19.582,44837442,SHLF10887321,10,0.15,6,14,10,12,No-Filter,331233,-17,510,16315,558,2780,75929,-2953,854,1193329,1066,614,1479,8794,53978,XRF2,1,2022-09-13,13:15:02,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,2,A,1400.0,15.9,19.631999999999998,44837442,SHLF10887321,10,0.15,6,14,10,12,No-Filter,345783,-37,607,16577,543,2493,69570,-2908,363,1275651,898,360,1564,8635,53234,XRF2,1,2022-09-13,13:15:26,YEON,2022-09-26 21:00:42,
390C,U1559,A,3,H,3,A,50.0,16.05,19.782,44837452,SHLF10887351,10,0.15,6,13,10,12,No-Filter,317964,-30,551,17207,519,2373,71055,-2736,900,1143151,742,458,1173,9307,51010,XRF2,1,2022-09-13,13:47:00,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,100.0,16.1,19.832,44837452,SHLF10887351,10,0.15,6,13,10,12,No-Filter,329328,-66,639,17027,591,2813,72224,-3195,729,1193807,990,607,1381,9261,53550,XRF2,1,2022-09-13,13:47:23,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,150.0,16.15,19.881999999999998,44837452,SHLF10887351,10,0.15,6,14,10,12,No-Filter,341249,-50,614,16690,570,2506,73885,-3181,859,1243045,981,414,1165,8989,55543,XRF2,1,2022-09-13,13:47:46,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,200.0,16.2,19.932,44837452,SHLF10887351,10,0.15,6,15,10,12,No-Filter,378239,-83,598,17000,869,2847,69461,-4014,316,1417340,859,554,1580,9120,56236,XRF2,1,2022-09-13,13:48:09,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,250.0,16.25,19.982,44837452,SHLF10887351,10,0.15,6,16,10,12,No-Filter,391658,-72,650,16873,606,2472,65593,-3368,465,1480576,917,673,1730,8774,57466,XRF2,1,2022-09-13,13:48:34,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,300.0,16.3,20.032,44837452,SHLF10887351,10,0.15,6,16,10,12,No-Filter,394217,-76,762,17694,693,2348,64722,-3944,912,1493348,786,808,1559,9268,56357,XRF2,1,2022-09-13,13:48:59,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,350.0,16.35,20.082,44837452,SHLF10887351,10,0.15,6,15,10,12,No-Filter,365062,-72,618,17250,702,2385,67110,-3427,583,1362378,844,408,1344,8666,54816,XRF2,1,2022-09-13,13:49:24,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,400.0,16.4,20.131999999999998,44837452,SHLF10887351,10,0.15,6,15,10,12,No-Filter,361391,-6,615,16938,508,2503,76121,-3495,1011,1328320,939,582,1456,8912,56109,XRF2,1,2022-09-13,13:49:47,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,450.0,16.45,20.182,44837452,SHLF10887351,10,0.15,6,15,10,12,No-Filter,380583,-58,724,17192,579,2572,68421,-4115,853,1424349,1020,675,1697,9347,56713,XRF2,1,2022-09-13,13:50:11,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,500.0,16.5,20.232,44837452,SHLF10887351,10,0.15,6,14,10,12,No-Filter,330592,-59,768,19522,476,2686,70452,-3476,2387,1190043,1573,606,1711,14109,52649,XRF2,1,2022-09-13,13:50:35,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,550.0,16.55,20.282,44837452,SHLF10887351,10,0.15,6,14,10,12,No-Filter,340878,-44,611,17345,592,2639,74852,-3570,1418,1238290,1042,655,1409,9771,54024,XRF2,1,2022-09-13,13:50:58,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,600.0,16.6,20.332,44837452,SHLF10887351,10,0.15,6,14,10,12,No-Filter,352815,-39,621,17216,581,2524,71700,-2729,869,1297168,965,651,1830,10274,53170,XRF2,1,2022-09-13,13:51:22,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,650.0,16.65,20.381999999999998,44837452,SHLF10887351,10,0.15,6,15,10,12,No-Filter,361056,-76,573,16960,651,2674,70620,-3018,596,1335768,1136,538,1479,8523,54874,XRF2,1,2022-09-13,13:51:45,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,700.0,16.7,20.432,44837452,SHLF10887351,10,0.15,6,13,10,12,No-Filter,320293,-9,660,17959,446,3011,73210,-3047,1878,1144367,1429,600,1439,12485,52982,XRF2,1,2022-09-13,13:52:08,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,750.0,16.75,20.482,44837452,SHLF10887351,10,0.15,6,14,10,12,No-Filter,351402,-58,672,18282,455,2267,67425,-3159,1391,1295106,1153,329,1704,12161,53925,XRF2,1,2022-09-13,13:52:31,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,800.0,16.8,20.532,44837452,SHLF10887351,10,0.15,6,13,10,12,No-Filter,309230,-62,724,18071,506,2825,76351,-3547,2111,1086011,1344,593,1666,12095,53223,XRF2,1,2022-09-13,13:52:54,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,850.0,16.85,20.582,44837452,SHLF10887351,10,0.15,6,13,10,12,No-Filter,322901,-29,672,17660,642,2678,72388,-3063,1321,1160086,1016,437,1543,9730,53462,XRF2,1,2022-09-13,13:53:17,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,900.0,16.9,20.631999999999998,44837452,SHLF10887351,10,0.15,6,13,10,12,No-Filter,317916,-70,557,17252,638,2679,72777,-3501,1153,1137147,1202,491,1210,8713,53551,XRF2,1,2022-09-13,13:53:41,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,950.0,16.95,20.682,44837452,SHLF10887351,10,0.15,6,14,10,12,No-Filter,353123,-49,691,17478,723,2881,76261,-3434,1342,1290522,1055,687,1704,10268,55269,XRF2,1,2022-09-13,13:54:03,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,1000.0,17.0,20.732,44837452,SHLF10887351,10,0.15,6,15,10,12,No-Filter,362829,-52,849,19488,521,2241,66929,-3672,2102,1339189,1344,263,1271,13898,54109,XRF2,1,2022-09-13,13:54:27,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,1050.0,17.05,20.782,44837452,SHLF10887351,10,0.15,6,16,10,12,No-Filter,392186,-15,600,17467,523,2602,72837,-4730,718,1465759,1265,523,1886,10400,56576,XRF2,1,2022-09-13,13:54:51,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,1100.0,17.1,20.832,44837452,SHLF10887351,10,0.15,6,15,10,12,No-Filter,387523,-53,641,17089,439,2451,72000,-3964,719,1449853,1124,524,1542,8677,56277,XRF2,1,2022-09-13,13:55:15,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,1150.0,17.15,20.881999999999998,44837452,SHLF10887351,10,0.15,6,15,10,12,No-Filter,361527,-87,733,17435,686,2473,68480,-3354,597,1344462,680,190,1632,9645,54439,XRF2,1,2022-09-13,13:55:39,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,1200.0,17.2,20.932,44837452,SHLF10887351,10,0.15,6,14,10,12,No-Filter,354624,-75,660,16541,478,2637,74096,-3561,406,1303490,1077,450,1390,9431,54861,XRF2,1,2022-09-13,13:56:03,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,1250.0,17.25,20.982,44837452,SHLF10887351,10,0.15,6,11,10,12,No-Filter,253904,-38,571,17095,456,3371,85869,-2676,1951,816456,1037,799,1474,11254,53033,XRF2,1,2022-09-13,13:56:27,YEON,2022-09-26 21:00:47,
390C,U1559,A,3,H,3,A,1300.0,17.3,21.032,44837452,SHLF10887351,10,0.15,6,11,10,12,No-Filter,248380,-47,854,21834,493,3065,74711,-1917,5884,784860,2446,713,2543,27581,49612,XRF2,1,2022-09-13,13:56:47,YEON,2022-09-26 21:00:47,
390,U1559,C,3,H,1,A,650.0,14.450000000000001,21.09,44837122,SHLF11583111,10,0.15,6,11,10,12,No-Filter,229487,-57,599,18479,305,4395,108246,-4206,4258,630794,1985,363,2408,22109,55858,XRF2,1,2022-09-13,14:32:02,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,700.0,14.5,21.14,44837122,SHLF11583111,10,0.15,6,11,10,12,No-Filter,255530,-37,644,19885,307,3861,94936,-3892,4542,777077,1947,683,1962,21741,54663,XRF2,1,2022-09-13,14:32:23,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,750.0,14.55,21.19,44837122,SHLF11583111,10,0.15,6,11,10,12,No-Filter,240932,-37,692,18856,120,3839,97002,-4060,4057,708818,1826,906,1828,22163,54210,XRF2,1,2022-09-13,14:32:43,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,800.0,14.600000000000001,21.240000000000002,44837122,SHLF11583111,10,0.15,6,12,10,12,No-Filter,270435,-25,822,20515,293,3619,92767,-4760,5019,844030,2289,845,1847,24296,55535,XRF2,1,2022-09-13,14:33:03,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,850.0,14.65,21.290000000000003,44837122,SHLF11583111,10,0.15,6,11,10,12,No-Filter,239267,-55,540,17997,366,4064,102820,-3710,3642,692603,1599,608,1937,18604,55245,XRF2,1,2022-09-13,14:33:24,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,900.0,14.700000000000001,21.34,44837122,SHLF11583111,10,0.15,6,11,10,12,No-Filter,227733,-29,637,17549,226,3898,106674,-4183,2827,630788,1461,454,1794,16786,55262,XRF2,1,2022-09-13,14:33:45,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,950.0,14.75,21.39,44837122,SHLF11583111,10,0.15,6,12,10,12,No-Filter,277518,-37,623,18317,406,3856,96414,-4351,3161,887566,1745,497,2455,19582,55315,XRF2,1,2022-09-13,14:34:05,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1000.0,14.8,21.44,44837122,SHLF11583111,10,0.15,6,12,10,12,No-Filter,272950,5,636,17670,407,4063,105384,-4616,2725,847174,1624,645,1898,17992,55598,XRF2,1,2022-09-13,14:34:26,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1050.0,14.850000000000001,21.490000000000002,44837122,SHLF11583111,10,0.15,6,13,10,12,No-Filter,310865,-56,697,17823,414,3903,94812,-4761,2259,1044538,1443,558,1980,16312,56264,XRF2,1,2022-09-13,14:34:47,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1100.0,14.9,21.540000000000003,44837122,SHLF11583111,10,0.15,6,13,10,12,No-Filter,312783,-57,540,17610,549,3896,98341,-4980,2123,1050936,1671,674,2124,16157,56862,XRF2,1,2022-09-13,14:35:10,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1150.0,14.950000000000001,21.59,44837122,SHLF11583111,10,0.15,6,12,10,12,No-Filter,287663,-69,696,17770,364,3420,92962,-4613,2263,949154,1433,735,2406,14854,54969,XRF2,1,2022-09-13,14:35:33,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1200.0,15.0,21.64,44837122,SHLF11583111,10,0.15,6,13,10,12,No-Filter,302072,-27,703,18563,582,3466,90533,-4622,2275,1017361,1524,696,2014,15197,55378,XRF2,1,2022-09-13,14:35:54,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1250.0,15.05,21.69,44837122,SHLF11583111,10,0.15,6,11,10,12,No-Filter,258158,-39,500,17532,226,3950,100133,-4632,2209,794659,1270,713,1820,14087,55434,XRF2,1,2022-09-13,14:36:16,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1300.0,15.100000000000001,21.740000000000002,44837122,SHLF11583111,10,0.15,6,13,10,12,No-Filter,311560,-65,613,18793,340,3554,90029,-4338,2757,1058197,1824,464,2173,15721,56465,XRF2,1,2022-09-13,14:36:37,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1350.0,15.15,21.790000000000003,44837122,SHLF11583111,10,0.15,6,12,10,12,No-Filter,270295,-25,588,17942,311,3949,104534,-5013,3244,836963,1749,805,1909,16234,56670,XRF2,1,2022-09-13,14:37:00,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1400.0,15.200000000000001,21.84,44837122,SHLF11583111,10,0.15,6,13,10,12,No-Filter,299765,-46,749,19930,513,3817,90487,-4681,3963,995410,1881,642,2374,19380,55436,XRF2,1,2022-09-13,14:37:21,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1450.0,15.25,21.89,44837122,SHLF11583111,10,0.15,6,11,10,12,No-Filter,253456,-46,653,18306,284,3670,95437,-3780,3260,780648,1540,653,1691,16722,53834,XRF2,1,2022-09-13,14:37:43,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,1,A,1500.0,15.3,21.94,44837122,SHLF11583111,10,0.15,6,10,10,12,No-Filter,208513,-90,756,19464,315,1620,41551,1814,2068,675107,5092,747,1214,12030,43731,XRF2,1,2022-09-13,14:38:03,YEON,2022-09-26 20:58:48,
390,U1559,C,3,H,2,A,50.0,15.350000000000001,21.990000000000002,44837132,SHLF11583141,10,0.15,6,12,10,12,No-Filter,265983,-2,667,19621,349,3631,96279,-4102,4432,823100,1961,599,1950,20955,55028,XRF2,1,2022-09-13,15:37:14,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,100.0,15.4,22.040000000000003,44837132,SHLF11583141,10,0.15,6,10,10,12,No-Filter,211971,-64,553,17530,248,4187,108016,-4159,2970,550634,1467,579,1484,15098,54645,XRF2,1,2022-09-13,15:37:35,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,150.0,15.450000000000001,22.09,44837132,SHLF11583141,10,0.15,6,11,10,12,No-Filter,258214,-44,573,17378,248,3772,98153,-3547,2431,798909,1422,724,1752,14068,54276,XRF2,1,2022-09-13,15:37:55,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,200.0,15.5,22.14,44837132,SHLF11583141,10,0.15,6,12,10,12,No-Filter,291575,-39,549,18451,580,3633,91496,-4328,2639,962397,1691,831,1921,14885,56348,XRF2,1,2022-09-13,15:38:15,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,250.0,15.55,22.19,44837132,SHLF11583141,10,0.15,6,14,10,12,No-Filter,332188,-55,895,20772,508,2761,76307,-4205,3000,1172281,1728,399,1877,17422,54875,XRF2,1,2022-09-13,15:38:37,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,300.0,15.600000000000001,22.240000000000002,44837132,SHLF11583141,10,0.15,6,13,10,12,No-Filter,301527,3,811,19980,571,3888,91566,-4758,3657,1000869,1854,840,1163,17589,55648,XRF2,1,2022-09-13,15:39:01,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,350.0,15.65,22.290000000000003,44837132,SHLF11583141,10,0.15,6,11,10,12,No-Filter,251530,36,561,18422,413,3766,99778,-4203,3975,755346,1730,716,1605,18664,55072,XRF2,1,2022-09-13,15:39:22,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,400.0,15.700000000000001,22.34,44837132,SHLF11583141,10,0.15,6,12,10,12,No-Filter,262197,-45,614,18210,278,3756,99612,-4312,3511,810334,1942,695,1808,17965,55334,XRF2,1,2022-09-13,15:39:43,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,450.0,15.75,22.39,44837132,SHLF11583141,10,0.15,6,13,10,12,No-Filter,309266,-51,689,19075,555,3749,94009,-5129,3130,1034437,1865,477,2218,17730,57183,XRF2,1,2022-09-13,15:40:04,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,500.0,15.8,22.44,44837132,SHLF11583141,10,0.15,6,13,10,12,No-Filter,302934,-29,698,18281,258,3587,92139,-4588,2560,1016940,1866,877,1846,15639,55879,XRF2,1,2022-09-13,15:40:27,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,550.0,15.850000000000001,22.490000000000002,44837132,SHLF11583141,10,0.15,6,13,10,12,No-Filter,316453,-43,684,18263,443,3364,87139,-4579,2120,1090336,1655,853,1922,14901,55821,XRF2,1,2022-09-13,15:40:48,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,600.0,15.9,22.540000000000003,44837132,SHLF11583141,10,0.15,6,13,10,12,No-Filter,318765,-42,686,17896,409,3191,84965,-4298,1790,1103727,1597,662,1626,14209,57190,XRF2,1,2022-09-13,15:41:11,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,650.0,15.950000000000001,22.59,44837132,SHLF11583141,10,0.15,6,13,10,12,No-Filter,321240,-53,631,17690,546,3516,89832,-4699,1537,1107585,1466,431,2150,13113,57038,XRF2,1,2022-09-13,15:41:34,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,700.0,16.0,22.64,44837132,SHLF11583141,10,0.15,6,14,10,12,No-Filter,332206,-41,540,17009,384,3321,85104,-4835,1182,1170962,1297,874,1999,11538,57274,XRF2,1,2022-09-13,15:41:57,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,750.0,16.05,22.69,44837132,SHLF11583141,10,0.15,6,13,10,12,No-Filter,319122,-64,566,17345,459,3484,92626,-4252,1548,1098273,1324,601,1943,11385,56382,XRF2,1,2022-09-13,15:42:21,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,800.0,16.1,22.740000000000002,44837132,SHLF11583141,10,0.15,6,12,10,12,No-Filter,279481,-48,538,17493,258,3887,98283,-4301,2094,904711,1601,679,1404,12779,55023,XRF2,1,2022-09-13,15:42:44,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,850.0,16.150000000000002,22.790000000000003,44837132,SHLF11583141,10,0.15,6,13,10,12,No-Filter,319619,31,875,20785,447,3197,82679,-4295,4222,1102291,1860,675,2138,18035,54608,XRF2,1,2022-09-13,15:43:05,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,900.0,16.2,22.84,44837132,SHLF11583141,10,0.15,6,13,10,12,No-Filter,308265,-15,760,19301,390,3318,87734,-4458,3625,1044494,1800,584,2346,17704,55141,XRF2,1,2022-09-13,15:43:28,YEON,2022-09-26 20:58:53,
390,U1559,C,3,H,2,A,950.0,16.25,22.89,44837132,SHLF11583141,10,0.15,6,13,10,12,No-Filter,324212,-63,648,18478,665,3398,88659,-4694,2416,1119662,1548,599,1599,13588,56927,XRF2,1,2022-09-13,15:43:51,YEON,2022-09-26 20:58:53,
