Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Mn-Ka Area,Fe-Ka Area,Co-Ka Area,Ni-Ka Area,Cu-Ka Area,Zn-Ka Area,Ga-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Rh-Ka-Coh Area,Rh-Ka-Inc Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,4,H,1,A,1300.0,27.0,27.0,44834552,SHLF10903331,30,1.25,6,9,10,12,Pd-Thick,139307,599,94424,168,1608,18906,106,4006,255,381,27,138,1169,537,43460,327,1910,107,357,32231,46464,XRF2,1,2022-08-26,17:03:59,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1350.0,27.05,27.05,44834552,SHLF10903331,30,1.25,6,9,10,12,Pd-Thick,138939,579,93449,183,1687,17222,201,4060,255,337,18,149,1126,420,43471,374,1667,148,251,33637,46360,XRF2,1,2022-08-26,17:04:20,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1400.0,27.099999999999998,27.099999999999998,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,143493,674,97097,166,1808,19028,188,3994,227,350,38,181,1009,491,44723,406,1865,233,89,33974,47738,XRF2,1,2022-08-26,17:04:41,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1450.0,27.15,27.15,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,147994,800,108527,173,2021,21257,191,4264,308,447,39,127,1051,591,46002,586,1966,192,460,34427,46856,XRF2,1,2022-08-26,17:05:02,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1480.0,27.18,27.18,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,147158,788,98569,164,1820,21910,176,3881,280,322,71,161,1094,604,45865,365,2134,90,60,34215,48507,XRF2,1,2022-08-26,17:05:23,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1500.0,27.2,27.2,44834552,SHLF10903331,30,1.25,6,9,10,12,Pd-Thick,138285,535,65059,111,1430,14981,135,3909,206,374,52,152,720,439,29284,458,1601,298,380,28448,56846,XRF2,1,2022-08-26,17:05:44,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,2,A,50.0,27.25,27.25,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,146543,780,99509,109,2051,26518,346,3982,337,438,50,212,1099,621,44377,415,2029,186,396,33448,48373,XRF2,1,2022-08-26,17:29:50,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,100.0,27.3,27.3,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,141353,860,101694,205,1535,20626,190,4075,267,371,30,159,1023,653,42968,480,2017,306,643,32933,45823,XRF2,1,2022-08-26,17:30:11,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,150.0,27.349999999999998,27.349999999999998,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,139611,788,98828,129,1502,18791,209,4094,271,337,50,124,979,672,42690,497,1794,244,423,33038,45816,XRF2,1,2022-08-26,17:30:32,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,200.0,27.4,27.4,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,138900,734,101737,111,1728,18115,142,3916,218,395,31,175,969,576,42815,507,1849,68,495,32125,44984,XRF2,1,2022-08-26,17:30:53,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,250.0,27.45,27.45,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,139279,825,100959,118,1545,17506,193,4163,227,368,42,103,1006,525,43639,459,1839,134,301,32297,44250,XRF2,1,2022-08-26,17:31:14,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,300.0,27.5,27.5,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,138778,749,101567,140,1515,16204,197,4188,201,319,37,132,1025,536,44700,556,2134,230,289,32313,44470,XRF2,1,2022-08-26,17:31:36,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,350.0,27.55,27.55,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,138759,840,104855,165,1380,16009,177,3956,166,356,39,139,934,579,44687,475,1718,252,216,32417,44921,XRF2,1,2022-08-26,17:31:57,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,400.0,27.599999999999998,27.599999999999998,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,137447,791,103220,138,1411,15162,189,4024,181,360,46,156,947,500,44487,450,1872,147,192,32671,44723,XRF2,1,2022-08-26,17:32:18,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,450.0,27.65,27.65,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,132734,713,94868,122,1398,15781,176,3822,184,327,28,151,848,631,42306,319,2021,271,230,31421,43308,XRF2,1,2022-08-26,17:32:39,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,500.0,27.7,27.7,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,130427,800,90103,191,1563,17207,215,3944,265,316,37,90,918,462,41430,468,1773,43,184,30071,43108,XRF2,1,2022-08-26,17:32:59,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,550.0,27.75,27.75,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,134886,767,95903,146,1660,17948,166,3866,214,347,47,94,978,679,42223,496,1777,49,189,31905,43906,XRF2,1,2022-08-26,17:33:20,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,600.0,27.8,27.8,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,139626,937,98094,203,1681,19766,172,4087,258,418,38,171,1034,659,43274,618,2030,122,452,32484,44649,XRF2,1,2022-08-26,17:33:40,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,650.0,27.849999999999998,27.849999999999998,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,142736,962,100272,155,1940,19650,247,4084,314,443,57,101,1044,705,45230,576,2103,286,342,33284,46063,XRF2,1,2022-08-26,17:34:01,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,700.0,27.9,27.9,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,142782,879,99718,181,1721,19035,158,4102,208,381,34,116,953,727,45382,619,2494,159,445,33492,46460,XRF2,1,2022-08-26,17:34:22,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,750.0,27.95,27.95,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,139767,917,97514,119,1636,18450,184,4011,197,349,54,146,999,702,44111,468,2184,159,258,32584,46354,XRF2,1,2022-08-26,17:34:43,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,800.0,28.0,28.0,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,139613,897,98749,152,1536,19539,189,4060,263,390,36,105,926,662,44121,433,2146,145,281,32631,44705,XRF2,1,2022-08-26,17:35:04,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,850.0,28.05,28.05,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,141239,955,95407,226,1623,19813,237,4076,239,360,68,108,1018,710,45926,491,2127,257,484,33574,46224,XRF2,1,2022-08-26,17:35:25,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,900.0,28.099999999999998,28.099999999999998,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,146020,1030,99675,159,1749,21636,227,4012,218,349,56,138,1049,705,46550,434,2237,199,98,34192,48385,XRF2,1,2022-08-26,17:35:46,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,950.0,28.15,28.15,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,147320,998,100161,187,1640,21609,198,3959,186,401,72,193,1046,796,47785,622,2733,288,370,34858,48402,XRF2,1,2022-08-26,17:36:07,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1010.0,28.21,28.21,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,146912,1107,94685,244,1514,22838,263,4000,215,392,39,135,995,870,46922,600,2452,219,91,34516,48510,XRF2,1,2022-08-26,17:36:28,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1050.0,28.25,28.25,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,148960,1079,98543,269,1696,22618,220,4123,245,410,35,118,1140,820,48138,581,2524,197,37,34513,49021,XRF2,1,2022-08-26,17:36:49,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1100.0,28.3,28.3,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,149906,989,99216,209,1765,24168,232,4061,264,423,58,151,1081,866,48084,648,2619,192,395,34273,49504,XRF2,1,2022-08-26,17:37:10,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1150.0,28.349999999999998,28.349999999999998,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,149695,1163,98105,256,1760,24973,232,4039,274,396,77,171,1034,890,47200,607,2633,572,364,34585,49123,XRF2,1,2022-08-26,17:37:31,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1200.0,28.4,28.4,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,150084,1227,100079,170,1481,24389,214,3972,232,417,30,160,993,1000,48539,554,2591,194,422,34932,49162,XRF2,1,2022-08-26,17:37:52,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1250.0,28.45,28.45,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,148261,1083,103374,234,1633,22423,204,3952,227,378,57,103,1055,755,49393,604,2313,190,553,33229,46214,XRF2,1,2022-08-26,17:38:14,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1300.0,28.5,28.5,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,143251,784,101255,191,1427,19054,186,4177,186,356,61,171,962,567,48022,403,2229,140,341,32706,46023,XRF2,1,2022-08-26,17:38:35,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1350.0,28.55,28.55,44834562,SHLF10903361,30,1.25,6,9,10,12,Pd-Thick,140188,854,97563,148,1362,18376,209,3964,259,317,46,145,1002,650,46780,295,2142,258,408,33364,45726,XRF2,1,2022-08-26,17:38:56,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1400.0,28.599999999999998,28.599999999999998,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,145088,938,101491,127,1335,20091,246,4016,181,376,38,133,923,608,48541,581,2134,145,427,33697,47076,XRF2,1,2022-08-26,17:39:17,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1450.0,28.65,28.65,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,145851,1061,103832,227,1412,22668,202,4099,237,416,88,183,927,750,48781,614,2074,46,542,32623,46941,XRF2,1,2022-08-26,17:39:38,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,2,A,1480.0,28.68,28.68,44834562,SHLF10903361,30,1.25,6,10,10,12,Pd-Thick,149705,1167,106826,154,1326,23620,274,3885,276,370,44,219,1000,825,49752,704,2526,280,558,33427,47603,XRF2,1,2022-08-26,17:39:59,YEON,2022-09-02 18:17:09,
395E,U1561,A,4,H,3,A,50.0,28.75,28.75,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,144213,930,99033,148,1349,22229,209,4005,289,391,20,262,995,627,47896,522,1751,272,389,33956,46685,XRF2,1,2022-08-26,18:15:17,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,100.0,28.8,28.8,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,144512,973,96551,269,1671,22428,217,4094,200,381,48,165,922,690,48764,735,2524,-15,132,33787,47027,XRF2,1,2022-08-26,18:15:38,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,150.0,28.849999999999998,28.849999999999998,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,146833,1121,100002,236,1323,23641,162,4161,287,388,36,216,975,714,49671,658,2523,234,330,34524,47658,XRF2,1,2022-08-26,18:15:59,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,200.0,28.9,28.9,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,147956,1116,99575,256,1261,23535,221,4194,275,462,63,134,1052,913,50063,588,2402,145,493,33895,48114,XRF2,1,2022-08-26,18:16:20,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,250.0,28.95,28.95,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,147707,1171,99856,204,1485,24072,290,4111,311,482,54,185,1035,749,49887,536,2452,456,182,34614,47065,XRF2,1,2022-08-26,18:16:41,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,300.0,29.0,29.0,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,147605,1254,95659,208,1451,26567,274,4210,264,470,67,139,923,949,48923,628,2816,232,404,34269,46806,XRF2,1,2022-08-26,18:17:02,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,350.0,29.05,29.05,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,147572,1310,96155,186,1364,26780,275,3917,214,414,47,179,999,856,49107,723,2705,134,249,34203,47105,XRF2,1,2022-08-26,18:17:23,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,400.0,29.099999999999998,29.099999999999998,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,148487,1177,99014,225,1500,25894,200,4149,296,437,59,238,1013,896,49856,749,2731,105,318,34191,47657,XRF2,1,2022-08-26,18:17:44,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,450.0,29.15,29.15,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,145227,1111,96282,222,1442,25846,262,4044,266,332,32,188,949,800,48684,666,2771,80,312,33816,46811,XRF2,1,2022-08-26,18:18:05,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,500.0,29.2,29.2,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,144326,1102,95096,189,1231,23643,239,3993,280,438,86,128,932,915,47826,510,2368,54,355,33265,46647,XRF2,1,2022-08-26,18:18:26,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,550.0,29.25,29.25,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,143818,1062,95589,293,1506,24125,220,4026,293,431,40,156,929,939,48205,551,2520,445,337,33961,47037,XRF2,1,2022-08-26,18:18:47,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,600.0,29.3,29.3,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,145555,1087,97127,262,1399,24267,248,4160,241,415,66,217,881,870,48189,465,2475,156,67,34070,47691,XRF2,1,2022-08-26,18:19:08,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,650.0,29.349999999999998,29.349999999999998,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,145208,951,102202,205,1504,21131,225,4080,270,363,29,161,1022,788,48790,604,2012,184,491,34893,47604,XRF2,1,2022-08-26,18:19:30,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,700.0,29.4,29.4,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,145151,878,101328,207,1543,21431,242,4123,265,386,57,131,908,676,48834,574,2372,153,411,33144,47553,XRF2,1,2022-08-26,18:19:51,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,750.0,29.45,29.45,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,144331,1110,100865,188,1428,21247,191,4078,208,442,42,151,908,647,48418,654,2157,311,260,34210,46967,XRF2,1,2022-08-26,18:20:12,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,800.0,29.5,29.5,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,147073,1109,102455,190,1496,21840,183,4083,226,364,36,90,976,693,50082,411,2503,245,167,34385,47367,XRF2,1,2022-08-26,18:20:33,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,850.0,29.55,29.55,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,147404,1038,107997,185,1674,19709,227,4182,298,361,48,129,934,739,50096,521,2118,223,340,34527,46390,XRF2,1,2022-08-26,18:20:54,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,900.0,29.599999999999998,29.599999999999998,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,149243,1085,102111,256,1124,22963,279,4183,325,367,19,188,1010,841,50410,533,2412,40,610,35101,49251,XRF2,1,2022-08-26,18:21:15,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,950.0,29.65,29.65,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,146280,1044,104676,230,1601,20293,200,4113,174,359,42,115,921,643,49007,373,2239,77,356,34672,47341,XRF2,1,2022-08-26,18:21:36,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1000.0,29.7,29.7,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,148446,999,102274,192,1495,20204,164,4207,294,386,50,149,966,659,49932,552,2365,131,66,35150,48679,XRF2,1,2022-08-26,18:21:57,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1050.0,29.75,29.75,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,148801,972,105589,158,1582,21942,264,4034,312,373,13,212,930,691,50253,550,2141,158,319,34458,47433,XRF2,1,2022-08-26,18:22:18,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1100.0,29.8,29.8,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,148596,1033,107066,200,1568,20927,190,4123,216,402,63,218,982,585,50027,578,2248,240,403,34620,48186,XRF2,1,2022-08-26,18:22:39,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1150.0,29.849999999999998,29.849999999999998,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,147338,908,105923,157,1526,20941,160,4167,239,382,52,141,1006,637,49837,740,2188,237,196,34519,47930,XRF2,1,2022-08-26,18:23:00,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1200.0,29.9,29.9,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,148163,948,104020,199,1451,20656,284,4201,242,399,55,179,1024,762,49206,533,2339,18,274,34364,48437,XRF2,1,2022-08-26,18:23:22,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1250.0,29.95,29.95,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,146627,972,101458,180,1267,22147,142,4221,262,449,73,129,996,752,48401,583,2521,223,379,34026,47612,XRF2,1,2022-08-26,18:23:43,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1300.0,30.0,30.0,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,146073,936,103779,182,1438,21608,222,4075,238,386,13,163,1040,643,48537,527,2231,43,318,33731,46423,XRF2,1,2022-08-26,18:24:04,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1350.0,30.05,30.05,44834572,SHLF10903391,30,1.25,6,9,10,12,Pd-Thick,142286,754,96164,188,1530,21399,213,3957,250,386,51,138,976,614,46363,577,2207,207,308,33016,45904,XRF2,1,2022-08-26,18:24:25,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1400.0,30.099999999999998,30.099999999999998,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,143908,926,101715,227,1598,22430,145,3902,241,406,45,173,981,628,47429,561,2313,368,263,34027,45664,XRF2,1,2022-08-26,18:24:46,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1450.0,30.15,30.15,44834572,SHLF10903391,30,1.25,6,9,10,12,Pd-Thick,141718,1017,104019,258,1418,21905,222,4078,271,406,58,178,833,779,45892,668,2190,81,317,32791,44585,XRF2,1,2022-08-26,18:25:07,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,3,A,1475.0,30.175,30.175,44834572,SHLF10903391,30,1.25,6,10,10,12,Pd-Thick,145533,1029,102792,201,1591,23140,250,4097,290,446,44,117,946,778,46976,617,2421,52,483,33918,47977,XRF2,1,2022-08-26,18:25:28,YEON,2022-09-02 18:17:12,
395E,U1561,A,4,H,4,A,50.0,30.25,30.25,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,145252,1116,103043,242,1610,24063,297,3990,318,418,70,181,998,767,47549,605,2371,253,529,33408,45698,XRF2,1,2022-08-26,18:54:43,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,100.0,30.3,30.3,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,145322,990,103853,165,1642,22216,313,4220,222,434,75,187,923,626,47818,541,2219,189,257,33896,45626,XRF2,1,2022-08-26,18:55:05,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,150.0,30.349999999999998,30.349999999999998,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,145117,1112,106260,193,752,22381,181,4042,234,356,27,181,890,819,47702,543,2159,217,386,34072,46138,XRF2,1,2022-08-26,18:55:26,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,200.0,30.4,30.4,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,145863,1124,105229,196,1519,22517,270,4113,286,413,64,175,880,706,47329,379,2412,151,208,34583,47169,XRF2,1,2022-08-26,18:55:47,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,250.0,30.45,30.45,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,146830,977,108902,166,1654,21950,199,4067,255,432,70,226,952,708,48759,605,2231,212,307,34218,46657,XRF2,1,2022-08-26,18:56:08,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,300.0,30.5,30.5,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,144558,971,106653,157,1442,20552,201,3904,221,362,58,168,971,542,46955,525,2017,37,422,34007,46548,XRF2,1,2022-08-26,18:56:29,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,350.0,30.55,30.55,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,145893,998,104921,231,1419,20872,223,4064,236,365,42,199,936,575,48000,540,2133,50,304,34385,45665,XRF2,1,2022-08-26,18:56:50,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,400.0,30.599999999999998,30.599999999999998,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,146134,921,105222,185,1530,23825,172,3916,307,386,24,176,1026,616,47339,508,2324,70,455,33761,46021,XRF2,1,2022-08-26,18:57:12,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,450.0,30.65,30.65,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,145728,924,101726,224,1502,23047,202,3993,287,414,29,192,975,573,47447,461,2322,365,442,33989,47026,XRF2,1,2022-08-26,18:57:33,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,500.0,30.7,30.7,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,144248,880,101417,175,1235,21178,193,4113,236,342,31,225,976,567,47180,681,2105,84,317,34456,47708,XRF2,1,2022-08-26,18:57:54,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,550.0,30.75,30.75,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,146061,852,107307,181,1223,19576,250,4185,261,372,48,140,975,531,49068,470,1959,229,180,34417,47087,XRF2,1,2022-08-26,18:58:15,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,600.0,30.8,30.8,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,147331,860,113530,160,1236,19659,177,4170,260,354,26,241,932,449,49267,431,2140,40,314,33802,45868,XRF2,1,2022-08-26,18:58:36,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,650.0,30.849999999999998,30.849999999999998,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,145976,815,113618,161,1149,18876,152,4144,296,427,45,181,942,553,49579,513,1847,230,232,33473,45305,XRF2,1,2022-08-26,18:58:57,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,700.0,30.9,30.9,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,145049,923,110103,208,1270,19421,133,4042,233,348,17,203,949,560,48457,409,1915,9,224,33400,46352,XRF2,1,2022-08-26,18:59:18,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,750.0,30.95,30.95,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,144846,853,107517,233,1276,20782,231,3982,317,399,58,211,1007,579,48363,424,2115,180,374,33193,45855,XRF2,1,2022-08-26,18:59:40,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,800.0,31.0,31.0,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,146099,791,108783,174,1188,21053,232,4129,321,372,50,204,946,557,49126,410,2079,194,383,33948,47160,XRF2,1,2022-08-26,19:00:01,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,850.0,31.05,31.05,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,147154,827,108873,146,1394,22674,207,4171,294,429,23,274,916,567,48603,416,2192,463,597,34190,47944,XRF2,1,2022-08-26,19:00:22,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,900.0,31.099999999999998,31.099999999999998,44834582,SHLF10903421,30,1.25,6,9,10,12,Pd-Thick,143329,941,104086,177,1199,22262,176,4049,313,411,38,200,975,598,47043,570,1980,152,340,33623,44975,XRF2,1,2022-08-26,19:00:43,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,950.0,31.15,31.15,44834582,SHLF10903421,30,1.25,6,9,10,12,Pd-Thick,140644,884,101435,141,1198,20179,215,3975,318,379,70,152,929,554,45861,337,2007,57,519,32713,45502,XRF2,1,2022-08-26,19:01:04,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,1000.0,31.2,31.2,44834582,SHLF10903421,30,1.25,6,9,10,12,Pd-Thick,142755,884,99965,213,1482,22193,185,4083,284,417,12,201,965,601,45738,340,2200,42,180,32744,47059,XRF2,1,2022-08-26,19:01:26,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,1050.0,31.25,31.25,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,144698,791,100810,93,1361,22567,296,4062,274,412,67,205,1025,543,46104,414,1994,274,273,33336,46980,XRF2,1,2022-08-26,19:01:47,YEON,2022-09-02 18:17:14,
395E,U1561,A,4,H,4,A,1100.0,31.3,31.3,44834582,SHLF10903421,30,1.25,6,10,10,12,Pd-Thick,144707,820,110864,163,1497,21617,276,4075,341,367,7,247,949,530,46521,410,2180,288,316,33279,46061,XRF2,1,2022-08-26,19:02:08,YEON,2022-09-02 18:17:14,
