Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,4,H,1,A,950.0,26.65,26.65,44834212,SHLF10903331,10,0.16,6,15,10,12,No-Filter,370320,-22,1312,28994,726,2034,67314,-4200,15289,1298922,2463,879,4365,34768,57724,XRF2,1,2022-08-26,16:54:15,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1000.0,26.7,26.7,44834212,SHLF10903331,10,0.16,6,15,10,12,No-Filter,375219,-77,1108,25863,724,2268,72674,-4579,11766,1321669,2059,668,4800,31633,59358,XRF2,1,2022-08-26,16:54:40,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1050.0,26.75,26.75,44834212,SHLF10903331,10,0.16,6,16,10,12,No-Filter,394615,33,1286,27064,665,1890,60909,-4104,10404,1430386,2016,749,4803,30963,58757,XRF2,1,2022-08-26,16:55:05,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1100.0,26.8,26.8,44834212,SHLF10903331,10,0.16,6,16,10,12,No-Filter,401587,-33,1299,28174,656,2001,59816,-4178,11573,1452570,1882,709,5429,34737,59153,XRF2,1,2022-08-26,16:55:30,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1150.0,26.849999999999998,26.849999999999998,44834212,SHLF10903331,10,0.16,6,15,10,12,No-Filter,378026,-36,1173,28025,617,1602,58283,-3960,11653,1357399,1776,709,4485,33050,57253,XRF2,1,2022-08-26,16:55:56,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1200.0,26.9,26.9,44834212,SHLF10903331,10,0.16,6,15,10,12,No-Filter,379845,-10,1048,26424,619,1630,55829,-3464,10277,1377113,1972,837,4655,31599,56957,XRF2,1,2022-08-26,16:56:21,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1250.0,26.95,26.95,44834212,SHLF10903331,10,0.16,6,15,10,12,No-Filter,362268,-18,974,24866,811,1889,61570,-3448,9449,1295994,1902,1045,4217,30363,56661,XRF2,1,2022-08-26,16:56:46,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1300.0,27.0,27.0,44834212,SHLF10903331,10,0.16,6,14,10,12,No-Filter,355424,-83,923,23944,547,1906,64193,-3002,9030,1259546,2022,682,4627,33709,56866,XRF2,1,2022-08-26,16:57:10,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1350.0,27.05,27.05,44834212,SHLF10903331,10,0.16,6,14,10,12,No-Filter,348939,-70,859,22999,389,2244,68822,-2959,9193,1227349,1570,622,5065,30261,56694,XRF2,1,2022-08-26,16:57:34,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1400.0,27.099999999999998,27.099999999999998,44834212,SHLF10903331,10,0.16,6,15,10,12,No-Filter,363938,-45,1056,25288,605,2034,68814,-4057,10410,1283058,2033,588,5282,33206,57645,XRF2,1,2022-08-26,16:57:59,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1450.0,27.15,27.15,44834212,SHLF10903331,10,0.16,6,17,10,12,No-Filter,421701,-28,1580,31019,620,1443,53774,-4271,13793,1537998,2217,671,5740,37901,58935,XRF2,1,2022-08-26,16:58:23,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1480.0,27.18,27.18,44834212,SHLF10903331,10,0.16,6,15,10,12,No-Filter,383524,-35,1324,27665,496,1989,64271,-3530,12708,1358741,2387,581,5512,39769,57349,XRF2,1,2022-08-26,16:58:51,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,1500.0,27.2,27.2,44834212,SHLF10903331,10,0.16,6,12,10,12,No-Filter,263583,-57,1323,27742,450,1023,35332,1382,10836,875855,2104,614,4057,28125,47659,XRF2,1,2022-08-26,16:59:16,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,2,A,50.0,27.25,27.25,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,378632,-79,1346,28244,461,1830,58726,-4060,13190,1344517,2149,412,5849,46231,56185,XRF2,1,2022-08-26,17:16:30,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,100.0,27.3,27.3,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,370422,28,1261,28638,800,1668,50798,-3160,13048,1336846,1994,652,4572,35666,55381,XRF2,1,2022-08-26,17:16:55,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,150.0,27.349999999999998,27.349999999999998,44834222,SHLF10903361,10,0.16,6,14,10,12,No-Filter,350287,-39,1207,27932,606,1382,45889,-2620,12531,1265688,2005,585,4162,32257,53031,XRF2,1,2022-08-26,17:17:20,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,200.0,27.4,27.4,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,372018,-48,1214,27892,661,1101,47550,-2610,12184,1353719,2050,696,4669,31485,55703,XRF2,1,2022-08-26,17:17:44,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,250.0,27.45,27.45,44834222,SHLF10903361,10,0.16,6,14,10,12,No-Filter,350102,-72,949,25646,607,1403,49904,-2417,10420,1265175,1797,677,4322,29587,53610,XRF2,1,2022-08-26,17:18:09,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,300.0,27.5,27.5,44834222,SHLF10903361,10,0.16,6,14,10,12,No-Filter,350090,-44,1068,25830,694,1506,50513,-2632,10151,1267829,1796,759,3853,26545,53741,XRF2,1,2022-08-26,17:18:33,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,350.0,27.55,27.55,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,384849,-48,1237,28740,745,1515,48351,-2688,12704,1412673,2078,417,3930,27811,56139,XRF2,1,2022-08-26,17:18:58,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,400.0,27.599999999999998,27.599999999999998,44834222,SHLF10903361,10,0.16,6,14,10,12,No-Filter,350398,-42,1166,26341,634,1393,46528,-2364,11224,1276149,1909,755,3732,25685,53450,XRF2,1,2022-08-26,17:19:23,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,450.0,27.65,27.65,44834222,SHLF10903361,10,0.16,6,13,10,12,No-Filter,324955,-56,1023,24815,593,1354,49140,-1310,10489,1164338,1787,538,3961,26327,51762,XRF2,1,2022-08-26,17:19:47,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,500.0,27.7,27.7,44834222,SHLF10903361,10,0.16,6,14,10,12,No-Filter,330750,-91,1014,25120,653,1780,52273,-1125,11758,1175844,1995,679,4184,29605,53497,XRF2,1,2022-08-26,17:20:11,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,550.0,27.75,27.75,44834222,SHLF10903361,10,0.16,6,14,10,12,No-Filter,359505,-34,1305,27908,738,1557,49197,-2163,13778,1294547,1985,666,4594,31773,55805,XRF2,1,2022-08-26,17:20:35,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,600.0,27.8,27.8,44834222,SHLF10903361,10,0.16,6,14,10,12,No-Filter,358173,27,1336,28602,552,1589,51463,-2793,14273,1281991,2148,719,5102,34159,54974,XRF2,1,2022-08-26,17:20:59,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,650.0,27.849999999999998,27.849999999999998,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,366694,-64,1380,29700,755,1695,51503,-3234,14779,1315251,2301,430,5225,33964,54837,XRF2,1,2022-08-26,17:21:23,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,700.0,27.9,27.9,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,377237,1,1333,29151,693,1658,56759,-3970,14590,1352889,2600,626,5056,33487,56504,XRF2,1,2022-08-26,17:21:48,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,750.0,27.95,27.95,44834222,SHLF10903361,10,0.16,6,14,10,12,No-Filter,351311,-3,1391,28930,698,1557,48730,-2669,13496,1262269,2450,788,4777,32103,52643,XRF2,1,2022-08-26,17:22:12,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,800.0,28.0,28.0,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,373811,-33,1409,29503,584,1731,53038,-3370,15132,1344035,2440,809,4375,34518,55486,XRF2,1,2022-08-26,17:22:37,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,850.0,28.05,28.05,44834222,SHLF10903361,10,0.16,6,14,10,12,No-Filter,358086,-32,1407,28077,618,1777,59299,-3204,15277,1266993,2625,667,4872,35118,54796,XRF2,1,2022-08-26,17:23:02,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,900.0,28.099999999999998,28.099999999999998,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,385901,14,1529,32284,741,1516,50421,-3931,17429,1388815,2533,725,5086,38695,56325,XRF2,1,2022-08-26,17:23:26,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,950.0,28.15,28.15,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,382162,-81,1332,29286,592,1932,60109,-3557,16619,1360645,2555,789,4922,38024,56062,XRF2,1,2022-08-26,17:23:51,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1010.0,28.21,28.21,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,373359,-61,1495,31095,543,2128,62001,-4307,19139,1309996,2965,711,4346,39364,55394,XRF2,1,2022-08-26,17:24:16,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1050.0,28.25,28.25,44834222,SHLF10903361,10,0.16,6,16,10,12,No-Filter,400029,-16,1719,33739,718,1797,56856,-4016,19680,1427250,2937,742,5106,40463,57034,XRF2,1,2022-08-26,17:24:41,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1100.0,28.3,28.3,44834222,SHLF10903361,10,0.16,6,16,10,12,No-Filter,402482,2,2022,34313,812,1746,54189,-4215,20501,1437723,2946,628,5186,43754,56673,XRF2,1,2022-08-26,17:25:06,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1150.0,28.349999999999998,28.349999999999998,44834222,SHLF10903361,10,0.16,6,16,10,12,No-Filter,395727,-49,2002,35426,918,1699,52356,-3599,21668,1405610,3136,597,5390,44941,56362,XRF2,1,2022-08-26,17:25:32,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1200.0,28.4,28.4,44834222,SHLF10903361,10,0.16,6,16,10,12,No-Filter,407513,-42,2104,36430,648,1424,50870,-4268,22106,1457611,3004,906,5068,44154,57504,XRF2,1,2022-08-26,17:25:57,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1250.0,28.45,28.45,44834222,SHLF10903361,10,0.16,6,16,10,12,No-Filter,411130,-47,1672,34583,672,1438,49765,-4105,19260,1486984,2603,915,4594,40774,57206,XRF2,1,2022-08-26,17:26:23,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1300.0,28.5,28.5,44834222,SHLF10903361,10,0.16,6,16,10,12,No-Filter,392812,-20,1433,29391,665,1585,56209,-3964,14608,1419161,2249,514,4473,34335,57316,XRF2,1,2022-08-26,17:26:49,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1350.0,28.55,28.55,44834222,SHLF10903361,10,0.16,6,15,10,12,No-Filter,376251,-51,1184,26780,656,2153,63528,-3901,13869,1343576,2169,909,4158,33617,57442,XRF2,1,2022-08-26,17:27:14,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1400.0,28.599999999999998,28.599999999999998,44834222,SHLF10903361,10,0.16,6,16,10,12,No-Filter,395370,-60,1430,29513,730,1750,60391,-4198,16142,1419149,2409,785,3707,35954,57117,XRF2,1,2022-08-26,17:27:39,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1450.0,28.65,28.65,44834222,SHLF10903361,10,0.16,6,16,10,12,No-Filter,408586,34,1989,34392,939,1805,51508,-3879,20303,1471106,3027,837,3784,40504,57544,XRF2,1,2022-08-26,17:28:05,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,2,A,1480.0,28.68,28.68,44834222,SHLF10903361,10,0.16,6,17,10,12,No-Filter,416295,77,2204,37144,1071,1384,46192,-4700,21110,1506444,2826,690,3757,41547,56052,XRF2,1,2022-08-26,17:28:31,YEON,2022-09-02 18:12:14,
395E,U1561,A,4,H,3,A,50.0,28.75,28.75,44834232,SHLF10903391,10,0.16,6,15,10,12,No-Filter,380089,-28,1354,29749,918,1808,52851,-3899,16592,1365263,2686,911,3882,39205,54692,XRF2,1,2022-08-26,18:01:32,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,100.0,28.8,28.8,44834232,SHLF10903391,10,0.16,6,15,10,12,No-Filter,387276,-67,1428,29179,697,2356,60530,-3942,17430,1376110,2826,634,4858,40794,56399,XRF2,1,2022-08-26,18:01:57,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,150.0,28.849999999999998,28.849999999999998,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,408065,-37,1746,33506,941,1713,53851,-3946,21261,1463563,3255,553,4223,43022,57506,XRF2,1,2022-08-26,18:02:22,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,200.0,28.9,28.9,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,392795,-23,1340,30174,853,2128,62146,-4391,19436,1392678,2854,494,3690,42214,56899,XRF2,1,2022-08-26,18:02:48,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,250.0,28.95,28.95,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,392966,-71,1456,30212,879,1970,62496,-4372,18956,1391590,2772,496,3827,43344,57223,XRF2,1,2022-08-26,18:03:14,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,300.0,29.0,29.0,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,397487,-52,1892,35810,1044,1917,55063,-4350,23561,1404789,3291,741,3941,48496,56653,XRF2,1,2022-08-26,18:03:39,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,350.0,29.05,29.05,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,395688,-54,1776,35388,939,2014,54942,-3830,24360,1396955,3377,753,3925,49122,56581,XRF2,1,2022-08-26,18:04:05,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,400.0,29.099999999999998,29.099999999999998,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,397865,-25,1684,33421,944,2048,56222,-3850,20783,1412272,3183,838,4700,46841,56681,XRF2,1,2022-08-26,18:04:30,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,450.0,29.15,29.15,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,389297,-20,1568,31736,1013,1972,57510,-4059,19670,1378696,2925,528,4164,47075,56834,XRF2,1,2022-08-26,18:04:55,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,500.0,29.2,29.2,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,393811,1,1774,33306,902,2088,54883,-4038,22048,1402635,3249,438,4274,44006,56077,XRF2,1,2022-08-26,18:05:21,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,550.0,29.25,29.25,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,392606,-48,1607,33349,930,1997,52263,-3247,20900,1402480,3063,985,4869,44027,55533,XRF2,1,2022-08-26,18:05:46,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,600.0,29.3,29.3,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,392180,-39,1624,32156,827,1891,55983,-3729,20258,1396482,3152,928,3883,44366,56605,XRF2,1,2022-08-26,18:06:12,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,650.0,29.349999999999998,29.349999999999998,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,409378,-32,1544,31938,898,1665,50907,-3620,18234,1485754,2474,480,4417,39001,56901,XRF2,1,2022-08-26,18:06:37,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,700.0,29.4,29.4,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,405048,-80,1513,31214,688,1842,54223,-4403,18169,1460510,2734,650,4390,39455,57832,XRF2,1,2022-08-26,18:07:03,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,750.0,29.45,29.45,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,408026,-31,1728,32173,843,1748,52500,-3790,18867,1476179,2924,870,4231,39122,56869,XRF2,1,2022-08-26,18:07:29,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,800.0,29.5,29.5,44834232,SHLF10903391,10,0.16,6,17,10,12,No-Filter,418379,13,1721,33306,663,1697,50829,-4221,18642,1518659,2934,872,4602,40595,57788,XRF2,1,2022-08-26,18:07:55,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,850.0,29.55,29.55,44834232,SHLF10903391,10,0.16,6,17,10,12,No-Filter,429206,-11,1668,33118,968,1521,49605,-4374,18105,1570579,2798,865,5167,36658,57866,XRF2,1,2022-08-26,18:08:23,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,900.0,29.599999999999998,29.599999999999998,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,399991,-54,1557,30558,909,2020,57612,-4303,17849,1434158,2586,1104,2993,40473,57178,XRF2,1,2022-08-26,18:08:51,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,950.0,29.65,29.65,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,412035,-31,1591,30927,964,1762,55575,-4534,16725,1492945,2511,744,4930,37325,58145,XRF2,1,2022-08-26,18:09:16,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1000.0,29.7,29.7,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,403259,-12,1468,29299,963,2282,64035,-4065,16641,1440324,2871,766,4198,36871,58497,XRF2,1,2022-08-26,18:09:42,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1050.0,29.75,29.75,44834232,SHLF10903391,10,0.16,6,17,10,12,No-Filter,420236,-4,1658,32193,889,1788,55296,-4415,17894,1523158,2562,777,4520,39178,58666,XRF2,1,2022-08-26,18:10:08,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1100.0,29.8,29.8,44834232,SHLF10903391,10,0.16,6,17,10,12,No-Filter,417176,-47,1487,29917,940,1852,58231,-4534,15874,1511598,2509,594,4732,38197,58511,XRF2,1,2022-08-26,18:10:36,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1150.0,29.849999999999998,29.849999999999998,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,408898,-54,1530,30236,856,1754,55051,-3949,15594,1484142,2645,948,4077,37339,57990,XRF2,1,2022-08-26,18:11:04,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1200.0,29.9,29.9,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,399763,-46,1326,29491,831,2016,57036,-4338,15642,1442512,2403,830,4452,36745,56297,XRF2,1,2022-08-26,18:11:30,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1250.0,29.95,29.95,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,398289,2,1627,31517,695,1695,55106,-4523,18187,1430889,2924,693,3323,39643,56772,XRF2,1,2022-08-26,18:11:55,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1300.0,30.0,30.0,44834232,SHLF10903391,10,0.16,6,15,10,12,No-Filter,385571,-57,1450,30362,667,1713,52377,-4097,16826,1391193,2589,503,4132,38001,54630,XRF2,1,2022-08-26,18:12:21,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1350.0,30.05,30.05,44834232,SHLF10903391,10,0.16,6,15,10,12,No-Filter,363982,-25,1085,25323,737,2277,66188,-3672,12999,1285429,2695,912,4520,37528,55629,XRF2,1,2022-08-26,18:12:46,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1400.0,30.099999999999998,30.099999999999998,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,394176,-63,1356,28834,810,2160,62689,-4548,15954,1405438,2589,777,4537,40606,58363,XRF2,1,2022-08-26,18:13:10,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1450.0,30.15,30.15,44834232,SHLF10903391,10,0.16,6,16,10,12,No-Filter,403155,-68,1830,33955,934,1633,47304,-4000,19177,1460340,2970,878,4267,39918,57430,XRF2,1,2022-08-26,18:13:36,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,3,A,1475.0,30.175,30.175,44834232,SHLF10903391,10,0.16,6,15,10,12,No-Filter,385279,-41,1590,31334,612,1710,55005,-3838,17527,1376212,2931,700,4730,40653,55807,XRF2,1,2022-08-26,18:14:02,YEON,2022-09-02 18:12:16,
395E,U1561,A,4,H,4,A,50.0,30.25,30.25,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,371479,-67,1471,31352,718,1323,44479,-3397,17243,1337484,2920,709,4572,41738,53616,XRF2,1,2022-08-26,18:41:31,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,100.0,30.3,30.3,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,364120,-58,1419,29789,756,1496,44478,-3553,15445,1316303,2478,875,4417,38126,53042,XRF2,1,2022-08-26,18:41:56,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,150.0,30.349999999999998,30.349999999999998,44834242,SHLF10903421,10,0.16,6,16,10,12,No-Filter,393443,-43,1672,33307,894,1267,41783,-3954,18762,1434910,2724,731,2216,38588,55359,XRF2,1,2022-08-26,18:42:20,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,200.0,30.4,30.4,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,375215,-54,1572,32783,836,1546,42031,-3490,18473,1361134,2830,869,4486,39371,53066,XRF2,1,2022-08-26,18:42:46,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,250.0,30.45,30.45,44834242,SHLF10903421,10,0.16,6,16,10,12,No-Filter,408207,-44,1428,30151,903,1830,54831,-4579,16196,1480984,2562,550,4530,39341,57038,XRF2,1,2022-08-26,18:43:11,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,300.0,30.5,30.5,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,379368,15,1328,29142,789,1548,45189,-3600,14156,1383020,2424,667,4000,35471,54127,XRF2,1,2022-08-26,18:43:37,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,350.0,30.55,30.55,44834242,SHLF10903421,10,0.16,6,16,10,12,No-Filter,391013,-79,1282,29635,749,1911,54581,-3790,15573,1413528,2620,548,4005,37085,55857,XRF2,1,2022-08-26,18:44:02,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,400.0,30.599999999999998,30.599999999999998,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,381172,41,1459,29344,417,1411,48034,-4057,14852,1376753,2579,835,4643,42106,54987,XRF2,1,2022-08-26,18:44:28,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,450.0,30.65,30.65,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,371988,-26,1118,26874,639,1878,58974,-3810,14233,1325385,2222,417,4654,40333,55450,XRF2,1,2022-08-26,18:44:53,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,500.0,30.7,30.7,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,362146,-77,1202,26765,724,1782,55450,-3218,13815,1299518,2584,661,3655,35417,54336,XRF2,1,2022-08-26,18:45:18,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,550.0,30.75,30.75,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,365875,0,1081,26376,551,1382,48249,-3425,11994,1331946,1889,695,3065,32683,53644,XRF2,1,2022-08-26,18:45:42,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,600.0,30.8,30.8,44834242,SHLF10903421,10,0.16,6,16,10,12,No-Filter,404425,-34,1311,27556,754,1658,49749,-3966,12856,1487622,2220,837,3678,34542,56900,XRF2,1,2022-08-26,18:46:07,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,650.0,30.849999999999998,30.849999999999998,44834242,SHLF10903421,10,0.16,6,16,10,12,No-Filter,411795,-72,1225,27534,777,1859,54014,-4157,12482,1513203,2343,564,3588,33430,58012,XRF2,1,2022-08-26,18:46:33,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,700.0,30.9,30.9,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,378606,-28,1072,27059,801,1518,48390,-3682,12517,1385056,2179,600,3478,33131,54786,XRF2,1,2022-08-26,18:46:59,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,750.0,30.95,30.95,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,381649,-5,1254,27519,891,1934,48810,-3364,13167,1390379,2048,717,3187,36211,55321,XRF2,1,2022-08-26,18:47:24,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,800.0,31.0,31.0,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,372722,4,1178,27293,716,1533,45549,-3507,12779,1353490,2289,700,3346,35766,53782,XRF2,1,2022-08-26,18:47:49,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,850.0,31.05,31.05,44834242,SHLF10903421,10,0.16,6,16,10,12,No-Filter,403209,-25,1283,28959,616,1791,52895,-3696,14055,1467869,2335,560,3890,39798,56895,XRF2,1,2022-08-26,18:48:13,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,900.0,31.099999999999998,31.099999999999998,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,376298,-40,1180,28230,717,1526,48937,-3688,14149,1363089,2229,486,3663,38163,55377,XRF2,1,2022-08-26,18:48:39,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,950.0,31.15,31.15,44834242,SHLF10903421,10,0.16,6,14,10,12,No-Filter,353219,8,1133,27158,696,1425,47616,-2924,13268,1276913,2444,447,3497,34188,53143,XRF2,1,2022-08-26,18:49:04,YEON,2022-09-02 18:12:18,
395E,U1561,A,4,H,4,A,1000.0,31.2,31.2,44834242,SHLF10903421,10,0.16,6,15,10,12,No-Filter,374914,-20,1458,30605,584,1531,47677,-3382,15249,1352154,2481,632,4138,39032,55289,XRF2,1,2022-08-26,18:49:29,YEON,2022-09-02 18:12:18,
